カード名(オラクル),セグメント番号,マナ・コスト,名前(オラクル・正面非反転),色指標(正面非反転),色(正面非反転),特殊タイプ・リスト(正面非反転),カード・タイプ・リスト(正面非反転),サブタイプ・リスト(正面非反転),オラクル・テキスト(正面非反転),パワー(正面非反転),タフネス(正面非反転),忠誠度(正面非反転),名前(オラクル・背面/反転),色指標(背面/反転),色(背面/反転),特殊タイプ・リスト(背面/反転),カード・タイプ・リスト(背面/反転),サブタイプ・リスト(背面/反転),オラクル・テキスト(背面/反転),パワー(背面/反転),タフネス(背面/反転),忠誠度(背面/反転),名前(プリント・正面非反転・英),名前(プリント・正面非反転・日),ルール・テキスト(プリント・正面非反転・英),ルール・テキスト(プリント・正面非反転・日),フレイバー・テキスト(正面非反転・英),フレイバー・テキスト(正面非反転・日),アーティスト,コレクター番号,名前(プリント・背面/反転・英),名前(プリント・背面/反転・日),ルール・テキスト(プリント・背面/反転・英),ルール・テキスト(プリント・背面/反転・日),フレイバー・テキスト(背面/反転・英),フレイバー・テキスト(背面/反転・日),アーティスト(背面),コレクター番号(背面),両面/反転,カード・セット・コード,レアリティ,禁止フォーマット・リスト,制限フォーマット・リスト
Ultimate Price,1,{1}{B},Ultimate Price,,B,,インスタント,,Destroy target monocolored creature.,,,,,,,,,,,,,,Ultimate Price,究極の価格,Destroy target monocolored creature.,単色のクリーチャー１体を対象とし、それを破壊する。,"<i>""Let him be an example to others who would default on their debts to us.""</i><br/></i>?""The Cozen,"" Orzhov assassin</i>",<i>「俺達への支払いを怠ったらどうなるか、こいつを戒めとしようじゃないか。」</i><br/></i>――オルゾフの暗殺者、「欺し屋」</i>,Karl Kopinski,82,,,,,,,,,,RTR,アンコモン,,
Uncovered Clues,1,{2}{U},Uncovered Clues,,U,,ソーサリー,,Look at the top four cards of your library. You may reveal up to two instant and/or sorcery cards from among them and put the revealed cards into your hand. Put the rest on the bottom of your library in any order.,,,,,,,,,,,,,,Uncovered Clues,発掘された道しるべ,Look at the top four cards of your library. You may reveal up to two instant and/or sorcery cards from among them and put the revealed cards into your hand. Put the rest on the bottom of your library in any order.,あなたのライブラリーの一番上から４枚のカードを見る。あなたはそれらの中からインスタント・カードやソーサリー・カードを合わせて最大２枚まで公開してもよい。そうしたなら、その公開したカードをあなたの手札に加える。残りをあなたのライブラリーの一番下に望む順番で置く。,"<i>The Implicit Maze winds through Ravnica, connecting arcane landmarks of all ten guilds.</i>",<i>暗黙の迷路はラヴニカ全土に張り巡らされており、10のギルドすべての秘密の史跡を繋いでいる。</i>,Jaime Jones,19,,,,,,,,,,DGM,コモン,,
Undercity Informer,1,{2}{B},Undercity Informer,,B,,クリーチャー,人間 ならず者,"{1}, Sacrifice a creature: Target player reveals cards from the top of his or her library until he or she reveals a land card, then puts those cards into his or her graveyard.",2,3,,,,,,,,,,,,Undercity Informer,地底街の密告人,"{1}, Sacrifice a creature: Target player reveals cards from the top of his or her library until he or she reveals a land card, then puts those cards into his or her graveyard.","{1}, クリーチャーを１体生け贄に捧げる：プレイヤー１人を対象とする。そのプレイヤーは自分のライブラリーの一番上から、土地カードが公開されるまでカードを公開し続ける。その後それらのカードを自分の墓地に置く。","<i>""Scandal and slander are never welcome news. That's why I'm never the messenger.""</i>",<i>「スキャンダルや中傷は決していい知らせではない。だから私はメッセンジャーとならないのだ。」</i>,Raymond Swanland,82,,,,,,,,,,GTC,アンコモン,,
Undercity Plague,1,{4}{B}{B},Undercity Plague,,B,,ソーサリー,,"Target player loses 1 life, discards a card, then sacrifices a permanent.<br/>Cipher <i>(Then you may exile this spell card encoded on a creature you control. Whenever that creature deals combat damage to a player, its controller may cast a copy of the encoded card without paying its mana cost.)</i>",,,,,,,,,,,,,,Undercity Plague,地底街の疫病,"Target player loses 1 life, discards a card, then sacrifices a permanent.<br/>Cipher <i>(Then you may exile this spell card encoded on a creature you control. Whenever that creature deals combat damage to a player, its controller may cast a copy of the encoded card without paying its mana cost.)</i>",プレイヤー１人を対象とする。そのプレイヤーは１点のライフを失い、カードを１枚捨て、パーマネントを１つ生け贄に捧げる。暗号（その後、あなたはあなたがコントロールするクリーチャー１体に暗号化した状態で、この呪文カードを追放してもよい。そのクリーチャーがプレイヤー１人に戦闘ダメージを与えるたび、あなたはその暗号化したカードのコピーを、それのマナ・コストを支払うことなく唱えてもよい。）,,,Vincent Proce,83,,,,,,,,,,GTC,レア,,
Underworld Connections,1,{1}{B}{B},Underworld Connections,,B,,エンチャント,オーラ,"Enchant land<br/>Enchanted land has ""{Tap}, Pay 1 life: Draw a card.""",,,,,,,,,,,,,,Underworld Connections,地下世界の人脈,"Enchant land<br/>Enchanted land has ""{Tap}, Pay 1 life: Draw a card.""","エンチャント（土地）<br/>エンチャントされている土地は「{Tap}, ライフを１点支払う：カードを１枚引く。」を持つ。","<i>If you're looking for it, it's available. The question is how much you're willing to pay.</i>",<i>それを探しているのなら、手には入るだろう。問題はどれだけ支払うつもりがあるかだ。</i>,Yeong-Hao Han,83,,,,,,,,,,RTR,レア,,
Unexpected Results,1,{2}{G}{U},Unexpected Results,,UG,,ソーサリー,,"Shuffle your library, then reveal the top card. If it's a nonland card, you may cast it without paying its mana cost. If it's a land card, you may put it onto the battlefield and return Unexpected Results to its owner's hand.",,,,,,,,,,,,,,Unexpected Results,予想外の結果,"Shuffle your library, then reveal the top card. If it's a nonland card, you may cast it without paying its mana cost. If it's a land card, you may put it onto the battlefield and return Unexpected Results to its owner's hand.",あなたのライブラリーを切り直し、その後一番上のカードを公開する。それが土地でないカードである場合、あなたはそれをそのマナ・コストを支払うことなく唱えてもよい。それが土地カードである場合、あなたはそれを戦場に出し、予想外の結果をオーナーの手札に戻してもよい。,,,Mike Bierek,203,,,,,,,,,,GTC,レア,,
Unflinching Courage,1,{1}{G}{W},Unflinching Courage,,GW,,エンチャント,オーラ,Enchant creature<br/>Enchanted creature gets +2/+2 and has trample and lifelink.,,,,,,,,,,,,,,Unflinching Courage,ひるまぬ勇気,Enchant creature<br/>Enchanted creature gets +2/+2 and has trample and lifelink.,エンチャント（クリーチャー）<br/>エンチャントされているクリーチャーは、＋２/＋２の修整を受けるとともにトランプルと絆魂を持つ。,"<i>As Trostani's influence grew, vitality spread through the Conclave?much to the other guilds' dismay.</i>",<i>トロスターニの影響力が強まるにつれ、悔しがる他のギルドをよそに、議事会には活気が広がっていった。</i>,Mike Bierek,111,,,,,,,,,,DGM,アンコモン,,
Urban Burgeoning,1,{G},Urban Burgeoning,,G,,エンチャント,オーラ,"Enchant land<br/>Enchanted land has ""Untap this land during each other player's untap step.""",,,,,,,,,,,,,,Urban Burgeoning,都の芽吹き,"Enchant land<br/>Enchanted land has ""Untap this land during each other player's untap step.""",エンチャント（土地）<br/>エンチャントされている土地は「他の各プレイヤーのアンタップ・ステップにこの土地をアンタップする。」を持つ。,"<i>The ruins of Old Prahv became a wildspace, although all birdsong was silenced by lingering Azorius magic.</i>",<i>旧プラーフの遺跡は自然に還っていた。アゾリウスの魔法の名残があらゆる鳥の囀りをかき消してはいるが。</i>,Nic Klein,138,,,,,,,,,,RTR,コモン,,
Urban Evolution,1,{3}{G}{U},Urban Evolution,,UG,,ソーサリー,,Draw three cards. You may play an additional land this turn.,,,,,,,,,,,,,,Urban Evolution,都の進化,Draw three cards. You may play an additional land this turn.,カードを３枚引く。このターン、あなたは追加で土地を１つプレイしてもよい。,"<i>As the Simic released more of their krasis experiments, they required new habitats, always at the expense of the locals.</i>",<i>シミック連合が混成体の実験個体を解き放つにつれ、より多くの生息地が必要とされるようになった。そしてこれには常に、地元民の代償が伴った。</i>,Eytan Zana,204,,,,,,,,,,GTC,アンコモン,,
Urbis Protector,1,{4}{W}{W},Urbis Protector,,W,,クリーチャー,人間 クレリック,"When Urbis Protector enters the battlefield, put a 4/4 white Angel creature token with flying onto the battlefield.",1,1,,,,,,,,,,,,Urbis Protector,都邑の庇護者,"When Urbis Protector enters the battlefield, put a 4/4 white Angel creature token with flying onto the battlefield.",都邑の庇護者が戦場に出たとき、飛行を持つ白の４/４の天使・クリーチャー・トークンを１体戦場に出す。,"<i>""I hear that Boros is losing its angels to the Gateless Movement. I'm sure this comes as no surprise to you."" <br/></i><br/></i>?Teysa, to Lazav</i>",<i>「門なし運動のせいでボロスは天使を失っているとか。あなたにとっては想定内の展開なんでしょうね。」――テイサからラザーヴへ</i>,Steve Argyle,27,,,,,,,,,,GTC,アンコモン,,
Utvara Hellkite,1,{6}{R}{R},Utvara Hellkite,,R,,クリーチャー,ドラゴン,"Flying<br/>Whenever a Dragon you control attacks, put a 6/6 red Dragon creature token with flying onto the battlefield.",6,6,,,,,,,,,,,,Utvara Hellkite,ウトヴァラのヘルカイト,"Flying<br/>Whenever a Dragon you control attacks, put a 6/6 red Dragon creature token with flying onto the battlefield.",飛行<br/>あなたがコントロールするドラゴンが攻撃するたび、飛行を持つ赤の６/６のドラゴン・クリーチャー・トークンを１体戦場に出す。,<i>The fear of dragons is as old and as powerful as the fear of death itself.</i>,<i>ドラゴンへの畏怖は死への畏怖と同じぐらい強く、古いものである。</i>,Mark Zug,110,,,,,,,,,,RTR,神話レア,,
Vandalblast,1,{R},Vandalblast,,R,,ソーサリー,,"Destroy target artifact you don't control.<br/>Overload {4}{R} <i>(You may cast this spell for its overload cost. If you do, change its text by replacing all instances of ""target"" with ""each."")</i>",,,,,,,,,,,,,,Vandalblast,汚損破,"Destroy target artifact you don't control.<br/>Overload {4}{R} <i>(You may cast this spell for its overload cost. If you do, change its text by replacing all instances of ""target"" with ""each."")</i>",あなたがコントロールしていないアーティファクト１つを対象とし、それを破壊する。<br/>超過 {4}{R} （あなたはこの呪文をその超過コストで唱えてもよい。そうした場合、あなたがコントロールしていない各アーティファクトをそれぞれ破壊する。）,<i>Beauty is in the eye of the exploder.</i>,<i>美は爆破者の目に宿る。</i>,Seb McKinnon,111,,,,,,,,,,RTR,アンコモン,,
"Varolz, the Scar-Striped",1,{1}{B}{G},"Varolz, the Scar-Striped",,BG,伝説の,クリーチャー,トロール 戦士,"Each creature card in your graveyard has scavenge. The scavenge cost is equal to its mana cost. <i>(Exile a creature card from your graveyard and pay its mana cost: Put a number of +1/+1 counters equal to that card's power on target creature. Scavenge only as a sorcery.)</i><br/>Sacrifice another creature: Regenerate Varolz, the Scar-Striped.",2,2,,,,,,,,,,,,"Varolz, the Scar-Striped",縞痕のヴァロルズ,"Each creature card in your graveyard has scavenge. The scavenge cost is equal to its mana cost. <i>(Exile a creature card from your graveyard and pay its mana cost: Put a number of +1/+1 counters equal to that card's power on target creature. Scavenge only as a sorcery.)</i><br/>Sacrifice another creature: Regenerate Varolz, the Scar-Striped.",あなたの墓地にある各クリーチャー・カードは、それぞれ活用を持つ。活用コストは、それ自身のマナ・コストに等しい。（クリーチャー・カード１枚をあなたの墓地から追放し、それ自身のマナ・コストを支払う：クリーチャー１体を対象とし、それの上にそのカードのパワーに等しい数の＋１/＋１カウンターを置く。活用はソーサリーとしてのみ行う。）<br/>他のクリーチャーを１体生け贄に捧げる：縞痕のヴァロルズを再生する。,,,Adam Paquette,112,,,,,,,,,,DGM,レア,,
Vassal Soul,1,{1}{W/U}{W/U},Vassal Soul,,WU,,クリーチャー,スピリット,Flying,2,2,,,,,,,,,,,,Vassal Soul,臣下の魂,Flying,飛行,"<i>For the Azorius, the opportunity to serve the law is too great an honor for death to interrupt.</i>",<i>アゾリウスにとって法に仕える機会は大変な名誉であり、死ですらそれを妨げられない。</i>,Dan Scott,224,,,,,,,,,,RTR,コモン,,
Verdant Haven,1,{2}{G},Verdant Haven,,G,,エンチャント,オーラ,"Enchant land<br/>When Verdant Haven enters the battlefield, you gain 2 life.<br/>Whenever enchanted land is tapped for mana, its controller adds one mana of any color to his or her mana pool <i>(in addition to the mana the land produces)</i>.",,,,,,,,,,,,,,Verdant Haven,新緑の安息所,"Enchant land<br/>When Verdant Haven enters the battlefield, you gain 2 life.<br/>Whenever enchanted land is tapped for mana, its controller adds one mana of any color to his or her mana pool <i>(in addition to the mana the land produces)</i>.",エンチャント（土地）新緑の安息所が戦場に出たとき、あなたは２点のライフを得る。あなたがマナを引き出す目的でエンチャントされている土地をタップするたび、それのコントローラーのマナ・プールに好きな色１色のマナ１点を加える（その土地が生み出すマナに追加される）。,,,Daniel Ljunggren,138,,,,,,,,,,GTC,コモン,,
Viashino Firstblade,1,{1}{R}{W},Viashino Firstblade,,WR,,クリーチャー,ヴィーアシーノ 兵士,"Haste<br/>When Viashino Firstblade enters the battlefield, it gets +2/+2 until end of turn.",2,2,,,,,,,,,,,,Viashino Firstblade,ヴィーアシーノの初太刀,"Haste<br/>When Viashino Firstblade enters the battlefield, it gets +2/+2 until end of turn.",速攻<br/>ヴィーアシーノの初太刀が戦場に出たとき、これはターン終了時まで＋２/＋２の修整を受ける。,"<i>""All that steel doesn't make them slower. It makes them bolder.""</i><br/></i>?Tajic, Blade of the Legion</i>",<i>「あれだけの鋼もあいつらの動きを遅くはしない。かえって大胆になるぐらいだ。」 <br/></i><br/></i>――軍勢の刃、タージク</i>,Matt Stewart,113,,,,,,,,,,DGM,コモン,,
Viashino Racketeer,1,{2}{R},Viashino Racketeer,,R,,クリーチャー,ヴィーアシーノ ならず者,"When Viashino Racketeer enters the battlefield, you may discard a card. If you do, draw a card.",2,1,,,,,,,,,,,,Viashino Racketeer,ヴィーアシーノのゆすり屋,"When Viashino Racketeer enters the battlefield, you may discard a card. If you do, draw a card.",ヴィーアシーノのゆすり屋が戦場に出たとき、あなたはカードを１枚捨ててもよい。そうした場合、カードを１枚引く。,"<i>""You may call me a fool, selling this stuff on Orzhov turf. Well, you need to be a little reckless to survive.""</i>",<i>「こいつをオルゾフのシマで売るなんて、馬鹿だと言われるだろうな。でもよ、生き抜くためにはちょっとした無茶も必要なのさ。」</i>,Slawomir Maniak,112,,,,,,,,,,RTR,コモン,,
Viashino Shanktail,1,{3}{R},Viashino Shanktail,,R,,クリーチャー,ヴィーアシーノ 戦士,"First strike<br/>Bloodrush ? {2}{R}, Discard Viashino Shanktail: Target attacking creature gets +3/+1 and gains first strike until end of turn.",3,1,,,,,,,,,,,,Viashino Shanktail,ヴィーアシーノの軸尾,"First strike<br/>Bloodrush ? {2}{R}, Discard Viashino Shanktail: Target attacking creature gets +3/+1 and gains first strike until end of turn.","先制攻撃湧血 ― {2}{R}, ヴィーアシーノの軸尾を捨てる：攻撃クリーチャー１体を対象とする。それはターン終了時まで＋３/＋１の修整を受けるとともに先制攻撃を得る。","<i>The Slizt Clan's battle cry is an impressive display of fury, defiance, and spit.</i>",<i>スリーツ族の喊声は、見事なまでに憤怒と反骨心と唾に満ちている。</i>,Kev Walker,110,,,,,,,,,,GTC,アンコモン,,
Vitu-Ghazi Guildmage,1,{G}{W},Vitu-Ghazi Guildmage,,GW,,クリーチャー,ドライアド シャーマン,{4}{G}{W}: Put a 3/3 green Centaur creature token onto the battlefield.<br/>{2}{G}{W}: Populate. <i>(Put a token onto the battlefield that's a copy of a creature token you control.)</i>,2,2,,,,,,,,,,,,Vitu-Ghazi Guildmage,ヴィトゥ＝ガジーのギルド魔道士,{4}{G}{W}: Put a 3/3 green Centaur creature token onto the battlefield.<br/>{2}{G}{W}: Populate. <i>(Put a token onto the battlefield that's a copy of a creature token you control.)</i>,{4}{G}{W}：緑の３/３のケンタウルス・クリーチャー・トークンを１体戦場に出す。<br/>{2}{G}{W}：居住を行う。（あなたがコントロールするクリーチャー・トークン１体のコピーであるトークンを１体戦場に出す。）,"<i>""Preachers of freedom forget that conformity can be beautiful.""</i>",<i>「自由を説く者は、同調にも美があることを忘れがちです。」</i>,Jason Chan,207,,,,,,,,,,RTR,アンコモン,,
Vizkopa Confessor,1,{3}{W}{B},Vizkopa Confessor,,WB,,クリーチャー,人間 クレリック,"Extort <i>(Whenever you cast a spell, you may pay {W/B}. If you do, each opponent loses 1 life and you gain that much life.)</i><br/>When Vizkopa Confessor enters the battlefield, pay any amount of life. Target opponent reveals that many cards from his or her hand. You choose one of them and exile it.",1,3,,,,,,,,,,,,Vizkopa Confessor,ヴィズコーパの聴罪司祭,"Extort <i>(Whenever you cast a spell, you may pay {W/B}. If you do, each opponent loses 1 life and you gain that much life.)</i><br/>When Vizkopa Confessor enters the battlefield, pay any amount of life. Target opponent reveals that many cards from his or her hand. You choose one of them and exile it.",強請（あなたが呪文を１つ唱えるたび、あなたは{W/B}を支払ってもよい。そうした場合、各対戦相手はそれぞれ１点のライフを失い、あなたはその点数分のライフを得る。）ヴィズコーパの聴罪司祭が戦場に出たとき、ライフを望む点数だけ支払う。対戦相手１人を対象とする。そのプレイヤーはその点数に等しい枚数のカードを自分の手札から公開する。あなたはその中から１枚を選んで追放する。,,,Ryan Pancoast,205,,,,,,,,,,GTC,アンコモン,,
Vizkopa Guildmage,1,{W}{B},Vizkopa Guildmage,,WB,,クリーチャー,人間 ウィザード,"{1}{W}{B}: Target creature gains lifelink until end of turn.<br/>{1}{W}{B}: Whenever you gain life this turn, each opponent loses that much life.",2,2,,,,,,,,,,,,Vizkopa Guildmage,ヴィズコーパのギルド魔道士,"{1}{W}{B}: Target creature gains lifelink until end of turn.<br/>{1}{W}{B}: Whenever you gain life this turn, each opponent loses that much life.",{1}{W}{B}：クリーチャー１体を対象とする。それはターン終了時まで絆魂を得る。{1}{W}{B}：このターン、あなたがライフを得るたび、各対戦相手はそれぞれその点数に等しい点数のライフを失う。,,,Tyler Jacobson,206,,,,,,,,,,GTC,アンコモン,,
Voice of Resurgence,1,{G}{W},Voice of Resurgence,,GW,,クリーチャー,エレメンタル,"Whenever an opponent casts a spell during your turn or when Voice of Resurgence dies, put a green and white Elemental creature token onto the battlefield with ""This creature's power and toughness are each equal to the number of creatures you control.""",2,2,,,,,,,,,,,,Voice of Resurgence,復活の声,"Whenever an opponent casts a spell during your turn or when Voice of Resurgence dies, put a green and white Elemental creature token onto the battlefield with ""This creature's power and toughness are each equal to the number of creatures you control.""",対戦相手１人があなたのターンに呪文を１つ唱えるたび、または復活の声が死亡したとき、「このクリーチャーのパワーとタフネスは、それぞれあなたがコントロールするクリーチャーの総数に等しい。」を持つ緑であり白であるエレメンタル・クリーチャー・トークンを１体戦場に出す。,,,Winona Nelson,114,,,,,,,,,,DGM,神話レア,,
Voidwalk,1,{3}{U},Voidwalk,,U,,ソーサリー,,"Exile target creature. Return it to the battlefield under its owner's control at the beginning of the next end step.<br/>Cipher <i>(Then you may exile this spell card encoded on a creature you control. Whenever that creature deals combat damage to a player, its controller may cast a copy of the encoded card without paying its mana cost.)</i>",,,,,,,,,,,,,,Voidwalk,虚無渡り,"Exile target creature. Return it to the battlefield under its owner's control at the beginning of the next end step.<br/>Cipher <i>(Then you may exile this spell card encoded on a creature you control. Whenever that creature deals combat damage to a player, its controller may cast a copy of the encoded card without paying its mana cost.)</i>",クリーチャー１体を対象とし、それを追放する。次の終了ステップの開始時に、それをオーナーのコントロール下で戦場に戻す。暗号（その後、あなたはあなたがコントロールするクリーチャー１体に暗号化した状態で、この呪文カードを追放してもよい。そのクリーチャーがプレイヤー１人に戦闘ダメージを与えるたび、あなたはその暗号化したカードのコピーを、それのマナ・コストを支払うことなく唱えてもよい。）,,,James Ryman,55,,,,,,,,,,GTC,アンコモン,,
Voidwielder,1,{4}{U},Voidwielder,,U,,クリーチャー,人間 ウィザード,"When Voidwielder enters the battlefield, you may return target creature to its owner's hand.",1,4,,,,,,,,,,,,Voidwielder,虚無使い,"When Voidwielder enters the battlefield, you may return target creature to its owner's hand.",虚無使いが戦場に出たとき、クリーチャー１体を対象とする。あなたはそれをオーナーの手札に戻してもよい。,"<i>""He makes up his own laws, and that's dangerous to all who love peace and prosperity. Kill him on sight.""</i><br/></i>?Mirela, Azorius hussar</i>",<i>「あの男は自分で勝手に法を作ってしまう。平和と繁栄を愛する者にとっては危険なことよ。見つけ次第殺しなさい。」</i><br/></i>――アゾリウスの騎兵、ミレーラ</i>,Chase Stone,56,,,,,,,,,,RTR,コモン,,
Volatile Rig,1,{4},Volatile Rig,,Colorless,,アーティファクト クリーチャー,構築物,"Trample<br/>Volatile Rig attacks each turn if able.<br/>Whenever Volatile Rig is dealt damage, flip a coin. If you lose the flip, sacrifice Volatile Rig.<br/>When Volatile Rig dies, flip a coin. If you lose the flip, it deals 4 damage to each creature and each player.",4,4,,,,,,,,,,,,Volatile Rig,不安定な装置,"Trample<br/>Volatile Rig attacks each turn if able.<br/>Whenever Volatile Rig is dealt damage, flip a coin. If you lose the flip, sacrifice Volatile Rig.<br/>When Volatile Rig dies, flip a coin. If you lose the flip, it deals 4 damage to each creature and each player.",トランプル<br/>不安定な装置は、可能なら毎ターン攻撃する。<br/>不安定な装置にダメージが与えられるたび、コイン投げをする。あなたがコイン投げに負けた場合、不安定な装置を生け贄に捧げる。<br/>不安定な装置が死亡したとき、コイン投げをする。あなたがコイン投げに負けた場合、これは各クリーチャーと各プレイヤーにそれぞれ４点のダメージを与える。,,,Mathias Kollros,236,,,,,,,,,,RTR,レア,,
Vorel of the Hull Clade,1,{1}{G}{U},Vorel of the Hull Clade,,UG,伝説の,クリーチャー,人間 マーフォーク,"{G}{U}, {Tap}: For each counter on target artifact, creature, or land, put another of those counters on that permanent.",1,4,,,,,,,,,,,,Vorel of the Hull Clade,育殻組のヴォレル,"{G}{U}, {Tap}: For each counter on target artifact, creature, or land, put another of those counters on that permanent.","{G}{U}, {Tap}：アーティファクト１つかクリーチャー１体か土地１つを対象とする。それの上に置かれている各カウンター１個につき、それと同じカウンターをもう１個そのパーマネントの上に置く。","<i>""I used to hurl rocks and eat scraps of meat burned over a fire. Look at what I've become and tell me Simic does not hold infinite possibility.""</i>",<i>「私はかつて石を投げ、肉片を火で炙って食していた。今の私を見ろ。これでもシミックに無限の可能性がないと言えるのか？」</i>,Mike Bierek,115,,,,,,,,,,DGM,レア,,
Vraska the Unseen,1,{3}{B}{G},Vraska the Unseen,,BG,,プレインズウォーカー,ヴラスカ,"+1: Until your next turn, whenever a creature deals combat damage to Vraska the Unseen, destroy that creature.<br/>-3: Destroy target nonland permanent.<br/>-7: Put three 1/1 black Assassin creature tokens onto the battlefield with ""Whenever this creature",,,5,,,,,,,,,,,Vraska the Unseen,見えざる者、ヴラスカ,"+1: Until your next turn, whenever a creature deals combat damage to Vraska the Unseen, destroy that creature.<br/>-3: Destroy target nonland permanent.<br/>-7: Put three 1/1 black Assassin creature tokens onto the battlefield with ""Whenever this creature",＋１：あなたの次のターンまで、クリーチャー１体が見えざる者、ヴラスカに戦闘ダメージを与えるたび、そのクリーチャーを破壊する。<br/>－３：土地でないパーマネント１つを対象とし、それを破壊する。<br/>－７：「このクリーチャーがプレイヤー１人に戦闘ダメージを与えるたび、そのプレイヤーはこのゲームに敗北する。」を持つ黒の１/１の暗殺者・クリーチャー・トークンを３体戦場に出す。,,,Aleksi Briclot,208,,,,,,,,,,RTR,神話レア,,
Wake the Reflections,1,{W},Wake the Reflections,,W,,ソーサリー,,Populate. <i>(Put a token onto the battlefield that's a copy of a creature token you control.)</i>,,,,,,,,,,,,,,Wake the Reflections,反射起こし,Populate. <i>(Put a token onto the battlefield that's a copy of a creature token you control.)</i>,居住を行う。（あなたがコントロールするクリーチャー・トークン１体のコピーであるトークンを１体戦場に出す。）,"<i>""You see a bird, an oak, a packbeast. I see the potential for an army.""</i><br/></i>?Lalia, Selesnya dryad</i>",<i>「あなたにとっては、ただの鳥や樫の木や荷役獣でしょう。私は彼らに、軍隊の可能性を見出します。」 <br/></i><br/></i>――セレズニアのドライアド、ラーリア</i>,Cynthia Sheppard,10,,,,,,,,,,DGM,コモン,,
Warleader's Helix,1,{2}{R}{W},Warleader's Helix,,WR,,インスタント,,Warleader's Helix deals 4 damage to target creature or player and you gain 4 life.,,,,,,,,,,,,,,Warleader's Helix,戦導者のらせん,Warleader's Helix deals 4 damage to target creature or player and you gain 4 life.,クリーチャー１体かプレイヤー１人を対象とする。戦導者のらせんはそれに４点のダメージを与え、あなたは４点のライフを得る。,"<i>""There is no time to remedy our enemies' ignorance. Blast it out of them.""</i><br/></i>?Aurelia</i>",<i>「敵の無知に情けをかけている暇はありません。吹き飛ばしてやりなさい。」 <br/></i><br/></i>――オレリア</i>,Greg Staples,116,,,,,,,,,,DGM,アンコモン,,
Warmind Infantry,1,{2}{R},Warmind Infantry,,R,,クリーチャー,エレメンタル 兵士,"Battalion ? Whenever Warmind Infantry and at least two other creatures attack, Warmind Infantry gets +2/+0 until end of turn.",2,3,,,,,,,,,,,,Warmind Infantry,戦心の歩兵,"Battalion ? Whenever Warmind Infantry and at least two other creatures attack, Warmind Infantry gets +2/+0 until end of turn.",大隊 ― 戦心の歩兵と少なくとも２体の他のクリーチャーが攻撃するたび、戦心の歩兵はターン終了時まで＋２/＋０の修整を受ける。,"<i>Before Aurelia denounced Niv-Mizzet, the two guilds had collaborated on the Warmind Initiative in pursuit of the ultimate soldier.</i>",<i>オレリアがニヴ＝ミゼットを糾弾する前は、二つのギルドが手を組んで戦心計画を推進し、究極の兵士を生み出そうとしていた。</i>,Greg Staples,111,,,,,,,,,,GTC,コモン,,
Warped Physique,1,{U}{B},Warped Physique,,UB,,インスタント,,"Target creature gets +X/-X until end of turn, where X is the number of cards in your hand.",,,,,,,,,,,,,,Warped Physique,歪んだ体形,"Target creature gets +X/-X until end of turn, where X is the number of cards in your hand.",クリーチャー１体を対象とする。それはターン終了時まで＋Ｘ/－Ｘの修整を受ける。Ｘはあなたの手札にあるカードの枚数に等しい。,<i>The Gruul seek unbounded strength. The Dimir deliver cruel irony.</i>,<i>グルールは限りなき力を求める。ディミーアは残酷な皮肉を与える。</i>,Karl Kopinski,117,,,,,,,,,,DGM,アンコモン,,
Wasteland Viper,1,{G},Wasteland Viper,,G,,クリーチャー,蛇,"Deathtouch<br/>Bloodrush ? {G}, Discard Wasteland Viper: Target attacking creature gets +1/+2 and gains deathtouch until end of turn.",1,2,,,,,,,,,,,,Wasteland Viper,不毛の地のバイパー,"Deathtouch<br/>Bloodrush ? {G}, Discard Wasteland Viper: Target attacking creature gets +1/+2 and gains deathtouch until end of turn.","接死湧血 ― {G}, 不毛の地のバイパーを捨てる：攻撃クリーチャー１体を対象とする。それはターン終了時まで＋１/＋２の修整を受けるとともに接死を得る。","<i>""The Gruul embrace all things poisonous and living in the cracks of society."" <br/></i><br/></i>?Teysa Karlov, Grand Envoy of Orzhov</i>",<i>「グルール一族は毒を持つすべてと社会の隙間に生きるすべてを受け入れているわね。」――オルゾフの大特使、テイサ・カルロフ</i>,Lucas Graciano,139,,,,,,,,,,GTC,アンコモン,,
Watery Grave,1,,Watery Grave,,Colorless,,土地,島 沼,"<i>({Tap}: Add {U} or {B} to your mana pool.)</i><br/>As Watery Grave enters the battlefield, you may pay 2 life. If you don't, Watery Grave enters the battlefield tapped.",,,,,,,,,,,,,,Watery Grave,湿った墓,"<i>({Tap}: Add {U} or {B} to your mana pool.)</i><br/>As Watery Grave enters the battlefield, you may pay 2 life. If you don't, Watery Grave enters the battlefield tapped.",（{Tap}：あなたのマナ・プールに{U}か{B}を加える。）湿った墓が戦場に出るに際し、あなたはライフを２点支払ってもよい。そうしない場合、湿った墓はタップ状態で戦場に出る。,"<i>""I fear that as we scurry after phantoms, the Dimir pull nine puppet strings."" <br/></i><br/></i>?Ral Zarek</i>",<i>「俺達は幻影を追っているだけかもしれない。ディミーア家は９体の操り人形を動かしてるんだ。」――ラル・ザレック</i>,Raymond Swanland,249,,,,,,,,,,GTC,レア,,
