カード名(オラクル),セグメント番号,マナ・コスト,名前(オラクル・正面非反転),色指標(正面非反転),色(正面非反転),特殊タイプ・リスト(正面非反転),カード・タイプ・リスト(正面非反転),サブタイプ・リスト(正面非反転),オラクル・テキスト(正面非反転),パワー(正面非反転),タフネス(正面非反転),忠誠度(正面非反転),名前(オラクル・背面/反転),色指標(背面/反転),色(背面/反転),特殊タイプ・リスト(背面/反転),カード・タイプ・リスト(背面/反転),サブタイプ・リスト(背面/反転),オラクル・テキスト(背面/反転),パワー(背面/反転),タフネス(背面/反転),忠誠度(背面/反転),名前(プリント・正面非反転・英),名前(プリント・正面非反転・日),ルール・テキスト(プリント・正面非反転・英),ルール・テキスト(プリント・正面非反転・日),フレイバー・テキスト(正面非反転・英),フレイバー・テキスト(正面非反転・日),アーティスト,コレクター番号,名前(プリント・背面/反転・英),名前(プリント・背面/反転・日),ルール・テキスト(プリント・背面/反転・英),ルール・テキスト(プリント・背面/反転・日),フレイバー・テキスト(背面/反転・英),フレイバー・テキスト(背面/反転・日),アーティスト(背面),コレクター番号(背面),両面/反転,カード・セット・コード,レアリティ,禁止フォーマット・リスト,制限フォーマット・リスト,
Shivan Dragon,1,{4}{R}{R},Shivan Dragon,,R,,クリーチャー,ドラゴン,Flying<br/>{R}: Shivan Dragon gets +1/+0 until end of turn.,5,5,,,,,,,,,,,,Shivan Dragon,,"Flying, {R}: +1/+0 until end of turn.",,"<i>While it's true most Dragons are cruel, the Shivan Dragon seems to take particular glee in the misery of others, often tormenting its victims much like a cat plays with a mouse before delivering the final blow.</i>",,Melissa Benson,,,,,,,,,,,LEA,レア,,,
Shivan Dragon,1,{4}{R}{R},Shivan Dragon,,R,,クリーチャー,ドラゴン,Flying<br/>{R}: Shivan Dragon gets +1/+0 until end of turn.,5,5,,,,,,,,,,,,Shivan Dragon,,"Flying, {R}: +1/+0 until end of turn.",,"<i>While it's true most Dragons are cruel, the Shivan Dragon seems to take particular glee in the misery of others, often tormenting its victims much like a cat plays with a mouse before delivering the final blow.</i>",,Melissa Benson,,,,,,,,,,,LEB,レア,,,
Shivan Dragon,1,{4}{R}{R},Shivan Dragon,,R,,クリーチャー,ドラゴン,Flying<br/>{R}: Shivan Dragon gets +1/+0 until end of turn.,5,5,,,,,,,,,,,,Shivan Dragon,,"Flying, {R}: +1/+0 until end of turn.",,"<i>While it's true most Dragons are cruel, the Shivan Dragon seems to take particular glee in the misery of others, often tormenting its victims much like a cat plays with a mouse before delivering the final blow.</i>",,Melissa Benson,,,,,,,,,,,2ED,レア,,,
Shivan Dragon,1,{4}{R}{R},Shivan Dragon,,R,,クリーチャー,ドラゴン,Flying<br/>{R}: Shivan Dragon gets +1/+0 until end of turn.,5,5,,,,,,,,,,,,Shivan Dragon,,"Flying, {R}: +1/+0",,"<i>While it's true most Dragons are cruel, the Shivan Dragon seems to take particular glee in the misery of others, often tormenting its victims much like a cat plays with a mouse before delivering the final blow.</i>",,Melissa Benson,,,,,,,,,,,3ED,レア,,,
Shivan Dragon,1,{4}{R}{R},Shivan Dragon,,R,,クリーチャー,ドラゴン,Flying<br/>{R}: Shivan Dragon gets +1/+0 until end of turn.,5,5,,,,,,,,,,,,Shivan Dragon,,Flying<br/>{R}: +1/+0 until end of turn,,"<i>While it's true most Dragons are cruel, the Shivan Dragon seems to take particular glee in the misery of others, often tormenting its victims much like a cat plays with a mouse before delivering the final blow.</i>",,Melissa A. Benson,,,,,,,,,,,4ED,レア,,,
Shivan Dragon,1,{4}{R}{R},Shivan Dragon,,R,,クリーチャー,ドラゴン,Flying<br/>{R}: Shivan Dragon gets +1/+0 until end of turn.,5,5,,,,,,,,,,,,Shivan Dragon,,Flying<br/>{R}: +1/+0 until end of turn,,"<i>While it's true most dragons are cruel, the Shivan dragon seems to take particular glee in the misery of others, often tormenting its victims much like a cat plays with a mouse before delivering the final blow.</i>",,Melissa A. Benson,,,,,,,,,,,5ED,レア,,,
Shivan Dragon,1,{4}{R}{R},Shivan Dragon,,R,,クリーチャー,ドラゴン,Flying<br/>{R}: Shivan Dragon gets +1/+0 until end of turn.,5,5,,,,,,,,,,,,Shivan Dragon,,Flying<br/>{R}: Shivan Dragon gets +1/+0 until end of turn.,,<i>The undisputed master of the mountains of Shiv.</i>,,Donato Giancola,218,,,,,,,,,,7ED,レア,,,
Shivan Dragon,1,{4}{R}{R},Shivan Dragon,,R,,クリーチャー,ドラゴン,Flying<br/>{R}: Shivan Dragon gets +1/+0 until end of turn.,5,5,,,,,,,,,,,,Shivan Dragon,,Flying<br/>{R}: Shivan Dragon gets +1/+0 until end of turn.,,"<i>While it's true most dragons are cruel, the Shivan dragon seems to take particular glee in the misery of others, often tormenting its victims much like a cat plays with a mouse before delivering the final blow.</i>",,Melissa A. Benson,,,,,,,,,,,BTD,レア,,,
Shivan Dragon,1,{4}{R}{R},Shivan Dragon,,R,,クリーチャー,ドラゴン,Flying<br/>{R}: Shivan Dragon gets +1/+0 until end of turn.,5,5,,,,,,,,,,,,Shivan Dragon,,Flying <i>(This creature can't be blocked except by creatures with flying.)</i><br/>{R}: Shivan Dragon gets +1/+0 until end of turn.,,<i>The undisputed master of the mountains of Shiv.</i>,,Donato Giancola,221,,,,,,,,,,8ED,レア,,,
Shivan Dragon,1,{4}{R}{R},Shivan Dragon,,R,,クリーチャー,ドラゴン,Flying<br/>{R}: Shivan Dragon gets +1/+0 until end of turn.,5,5,,,,,,,,,,,,Shivan Dragon,シヴ山のドラゴン,Flying <i>(This creature can't be blocked except by creatures with flying.)</i><br/>{R}: Shivan Dragon gets +1/+0 until end of turn.,飛行 （このクリーチャーは飛行を持たないクリーチャーによってブロックされない。）<br/>{R}：シヴ山のドラゴンはターン終了時まで+1/+0の修整を受ける。,<i>The undisputed master of the mountains of Shiv.</i>,<i>まぎれもなくシヴの山々の主である。</i>,Donato Giancola,219,,,,,,,,,,9ED,レア,,,
Shivan Dragon,1,{4}{R}{R},Shivan Dragon,,R,,クリーチャー,ドラゴン,Flying<br/>{R}: Shivan Dragon gets +1/+0 until end of turn.,5,5,,,,,,,,,,,,Shivan Dragon,シヴ山のドラゴン,Flying <i>(This creature can't be blocked except by creatures with flying or reach.)</i><br/>{R}: Shivan Dragon gets +1/+0 until end of turn.,飛行<br/>{R}：シヴ山のドラゴンはターン終了時まで+1/+0の修整を受ける。,<i>The undisputed master of the mountains of Shiv.</i>,<i>まぎれもなくシヴの山々の主である。</i>,Donato Giancola,230,,,,,,,,,,10E,レア,,,
Shivan Dragon,1,{4}{R}{R},Shivan Dragon,,R,,クリーチャー,ドラゴン,Flying<br/>{R}: Shivan Dragon gets +1/+0 until end of turn.,5,5,,,,,,,,,,,,Shivan Dragon,,Flying<br/>{R}: Shivan Dragon gets +1/+0 until end of turn.,,<i>The undisputed master of the mountains of Shiv.</i>,,Justin Sweet,13,,,,,,,,,,DRB,レア,,,
Shivan Dragon,1,{4}{R}{R},Shivan Dragon,,R,,クリーチャー,ドラゴン,Flying<br/>{R}: Shivan Dragon gets +1/+0 until end of turn.,5,5,,,,,,,,,,,,Shivan Dragon,シヴ山のドラゴン,Flying<br/>{R}: Shivan Dragon gets +1/+0 until end of turn.,飛行<br/>{R}：シヴ山のドラゴンはターン終了時まで+1/+0の修整を受ける。,<i>The undisputed master of the mountains of Shiv.</i>,<i>まぎれもなくシヴの山々の主である。</i>,Donato Giancola,156,,,,,,,,,,M10,レア,,,
Shivan Dragon,1,{4}{R}{R},Shivan Dragon,,R,,クリーチャー,ドラゴン,Flying<br/>{R}: Shivan Dragon gets +1/+0 until end of turn.,5,5,,,,,,,,,,,,Shivan Dragon,,Flying<br/>{R}: Shivan Dragon gets +1/+0 until end of turn.,,"<i>While it's true most Dragons are cruel, the Shivan Dragon seems to take particular glee in the misery of others, often tormenting its victims much like a cat plays with a mouse before delivering the final blow.</i>",,Melissa A. Benson,136,,,,,,,,,,ME4,レア,,,
Shivan Dragon,1,{4}{R}{R},Shivan Dragon,,R,,クリーチャー,ドラゴン,Flying<br/>{R}: Shivan Dragon gets +1/+0 until end of turn.,5,5,,,,,,,,,,,,Shivan Dragon,シヴ山のドラゴン,Flying{R}: Shivan Dragon gets +1/+0 until end of turn.,飛行{R}：シヴ山のドラゴンはターン終了時まで＋１/＋０の修整を受ける。,<i>The undisputed master of the mountains of Shiv.</i>,<i>まぎれもなくシヴの山々の主である。</i>,Donato Giancola,154,,,,,,,,,,M14,レア,,,
Shock,1,{R},Shock,,R,,インスタント,,Shock deals 2 damage to target creature or player.,,,,,,,,,,,,,,Shock,,Shock deals 2 damage to target creature or player.,,<i>Lightning tethers souls to the world.</i><br/></i>?Kor saying</i>,,Randy Gallegos,,,,,,,,,,,STH,コモン,,,
Shock,1,{R},Shock,,R,,インスタント,,Shock deals 2 damage to target creature or player.,,,,,,,,,,,,,,Shock,,Shock deals 2 damage to target creature or player.,,,,Mike Sass,219,,,,,,,,,,7ED,コモン,,,
Shock,1,{R},Shock,,R,,インスタント,,Shock deals 2 damage to target creature or player.,,,,,,,,,,,,,,Shock,,Shock deals 2 damage to target creature or player.,,<i>Lightning tethers souls to the world. <br/>?Kor saying</i>,,Randy Gallegos,206,,,,,,,,,,6ED,コモン,,,
Shock,1,{R},Shock,,R,,インスタント,,Shock deals 2 damage to target creature or player.,,,,,,,,,,,,,,Shock,,Shock deals 2 damage to target creature or player.,,<i>Lightning tethers souls to the world. <br/>?Kor saying</i>,,Randy Gallegos,,,,,,,,,,,S00,コモン,,,
Shock,1,{R},Shock,,R,,インスタント,,Shock deals 2 damage to target creature or player.,,,,,,,,,,,,,,Shock,,Shock deals 2 damage to target creature or player.,,<i>Lightning tethers souls to the world. <br/>?Kor saying</i>,,Randy Gallegos,,,,,,,,,,,BTD,コモン,,,
Shock,1,{R},Shock,,R,,インスタント,,Shock deals 2 damage to target creature or player.,,,,,,,,,,,,,,Shock,,Shock deals 2 damage to target creature or player.,,"<i>""I love lightning It's my best invention since the rock.""</i><br/></i>?Toggo, goblin weaponsmith</i>",,"Edward P. Beard, Jr.",227,,,,,,,,,,ONS,コモン,,,
Shock,1,{R},Shock,,R,,インスタント,,Shock deals 2 damage to target creature or player.,,,,,,,,,,,,,,Shock,,Shock deals 2 damage to target creature or player.,,"""I love lightning! It's my best invention since the rock."" <br/>?Toggo, goblin weaponsmith",,Randy Gallegos,222,,,,,,,,,,8ED,コモン,,,
Shock,1,{R},Shock,,R,,インスタント,,Shock deals 2 damage to target creature or player.,,,,,,,,,,,,,,Shock,ショック,Shock deals 2 damage to target creature or player.,クリーチャー１体かプレイヤー１人を対象とする。ショックはそれに２点のダメージを与える。 ,"""Once I saw a goblin shouting at a thunderstorm. He lost the argument pretty quickly."" <br/>?Wandering mage",ゴブリンが雷雨の中で叫んでたのを見たことがあるよ。 あっという間にその口論に負けてたがな。 <br/>――放浪の魔道士,Randy Gallegos,220,,,,,,,,,,9ED,コモン,,,
Shock,1,{R},Shock,,R,,インスタント,,Shock deals 2 damage to target creature or player.,,,,,,,,,,,,,,Shock,ショック,Shock deals 2 damage to target creature or player.,クリーチャー１体かプレイヤー１人を対象とする。ショックはそれに２点のダメージを与える。,,,Jon Foster,232,,,,,,,,,,10E,コモン,,,
Shock,1,{R},Shock,,R,,インスタント,,Shock deals 2 damage to target creature or player.,,,,,,,,,,,,,,Shock,ショック,Shock deals 2 damage to target creature or player.,クリーチャー１体かプレイヤー１人を対象とする。ショックはそれに２点のダメージを与える。,"<i>""The beauty of it is they never see it coming. Ever.""</i><br/></i>?Razzix, sparkmage</i>",<i>「その美しさは、それが飛んでくるのが見えないってことだな。 絶対に。」</i><br/></i>――火花魔道士、ラジックス</i>,Jon Foster,154,,,,,,,,,,M12,コモン,,,
Shock,1,{R},Shock,,R,,インスタント,,Shock deals 2 damage to target creature or player.,,,,,,,,,,,,,,Shock,ショック,Shock deals 2 damage to target creature or player.,クリーチャー１体かプレイヤー１人を対象とする。ショックはそれに２点のダメージを与える。,,,Jon Foster,155,,,,,,,,,,M14,コモン,,,
Show of Valor,1,{1}{W},Show of Valor,,W,,インスタント,,Target creature gets +2/+4 until end of turn.,,,,,,,,,,,,,,Show of Valor,武勇の誇示,Target creature gets +2/+4 until end of turn.,クリーチャー１体を対象とする。それはターン終了時まで+2/+4の修整を受ける。,"<i>""Duty, honor, and valor are either in your heart or they are not. You will never know for certain until you are tested.""</i><br/></i>?Ajani Goldmane</i>",<i>「義務感、名誉、武勇。これらは決まった人物の心にのみ宿る。自分の心にあるかどうかは、試練に直面するまで分からない。」</i><br/></i>――黄金のたてがみのアジャニ</i>,Anthony Palumbo,34,,,,,,,,,,M13,コモン,,,
Show of Valor,1,{1}{W},Show of Valor,,W,,インスタント,,Target creature gets +2/+4 until end of turn.,,,,,,,,,,,,,,Show of Valor,武勇の誇示,Target creature gets +2/+4 until end of turn.,クリーチャー１体を対象とする。それはターン終了時まで＋２/＋４の修整を受ける。,<i>Cowards watch. Heroes act.</i>,<i>臆病者は見守る。英雄は身を投じる。</i>,Anthony Palumbo,33,,,,,,,,,,M14,コモン,,,
Shrivel,1,{1}{B},Shrivel,,B,,ソーサリー,,All creatures get -1/-1 until end of turn.,,,,,,,,,,,,,,Shrivel,減縮,All creatures get -1/-1 until end of turn.,すべてのクリーチャーは、ターン終了時まで－１/－１の修整を受ける。,"<i>""Have you ever killed insects nibbling at your crops? I think that's what the Eldrazi believe they're doing to us.""</i><br/></i>?Sheyda, Ondu gamekeeper</i>",<i>「作物を食い荒らしてる虫を殺したことがあるかい？ 思うに、エルドラージが俺たちにしてるのも同じ理屈なんだろうさ。」</i><br/></i>――オンドゥの猟場番、シェイダ</i>,Jung Park,126,,,,,,,,,,ROE,コモン,,,
Shrivel,1,{1}{B},Shrivel,,B,,ソーサリー,,All creatures get -1/-1 until end of turn.,,,,,,,,,,,,,,Shrivel,減縮,All creatures get -1/-1 until end of turn.,すべてのクリーチャーは、ターン終了時まで－１/－１の修整を受ける。,"<i>""Do not weep for the frail. Their time couldn't have been that far off.""?Nathrac, plaguesower</i>",<i>「貧弱な奴らのために嘆くことはない。どうせ遠からずお迎えが来ていたはずだ。」――疫病撒きナスラック</i>,Jung Park,116,,,,,,,,,,M14,コモン,,,
Siege Mastodon,1,{4}{W},Siege Mastodon,,W,,クリーチャー,象,,3,5,,,,,,,,,,,,Siege Mastodon,包囲マストドン,,,"<i>""Defending the citadel is easy. I just take these big fellows outside the main gate and let the enemy take a good long look.""</i><br/></i>?Mastodon keeper</i>",<i>「要塞を守るのは簡単だよ。 このでっかいのを何頭か外に連れ出して、敵さんに眺めてもらえばいいのさ。」</i><br/></i>――マストドンの飼育係</i>,Matt Cavotta,30,,,,,,,,,,M10,コモン,,,
Siege Mastodon,1,{4}{W},Siege Mastodon,,W,,クリーチャー,象,,3,5,,,,,,,,,,,,Siege Mastodon,包囲マストドン,,,"<i>""The walls of the wicked will fall before us. Ready the siege engines. We proceed to war!""</i><br/></i>?General Avitora</i>",<i>「忌まわしき者の壁は必ずや落ちる。 攻城兵器を用意せよ。 戦場へ向かうぞ！」</i><br/></i>――アヴィトーラ将軍</i>,Matt Cavotta,29,,,,,,,,,,M11,コモン,,,
Siege Mastodon,1,{4}{W},Siege Mastodon,,W,,クリーチャー,象,,3,5,,,,,,,,,,,,Siege Mastodon,包囲マストドン,,,"<i>""The walls of the wicked will fall before us. Ready the siege engines. We proceed to war!""</i><br/></i>?General Avitora</i>",<i>「忌まわしき者の壁は必ずや落ちる。 攻城兵器を用意せよ。 戦場へ向かうぞ！」</i><br/></i>――アヴィトーラ将軍</i>,Matt Cavotta,34,,,,,,,,,,M12,コモン,,,
Siege Mastodon,1,{4}{W},Siege Mastodon,,W,,クリーチャー,象,,3,5,,,,,,,,,,,,Siege Mastodon,包囲マストドン,,,"<i>""The walls of the wicked will fall before us. Ready the siege engines. We proceed to war!""?General Avitora</i>",<i>「忌まわしき者の壁は必ずや落ちる。攻城兵器を用意せよ。戦場へ向かうぞ！」――アヴィトーラ将軍</i>,Matt Cavotta,34,,,,,,,,,,M14,コモン,,,
Silence,1,{W},Silence,,W,,インスタント,,Your opponents can't cast spells this turn. <i>(Spells cast before this resolves are unaffected.)</i>,,,,,,,,,,,,,,Silence,沈黙,Your opponents can't cast spells this turn. <i>(Spells cast before this resolves are unaffected.)</i>,このターン、あなたの対戦相手は呪文を唱えられない。 （すでに唱えられている呪文は影響を受けない。）,"<i>""All the wizardry in the world has to pass through one small and easily sealed door.""</i><br/></i>?Ajani Goldmane</i>",<i>「この世界の全ての魔法は、容易く封じられる小さい扉を通らねばならない。」</i><br/></i>――黄金のたてがみのアジャニ</i>,Wayne Reynolds,31,,,,,,,,,,M10,レア,,,
Silence,1,{W},Silence,,W,,インスタント,,Your opponents can't cast spells this turn. <i>(Spells cast before this resolves are unaffected.)</i>,,,,,,,,,,,,,,Silence,沈黙,Your opponents can't cast spells this turn. <i>(Spells cast before this resolves are unaffected.)</i>,このターン、あなたの対戦相手は呪文を唱えられない。 （すでに唱えられている呪文は影響を受けない。）,"<i>""Take a quiet moment to reflect on your sins.""</i><br/></i>?Cleph, Order of Redeemed Souls</i>",<i>「しばし、己の罪を黙考するがよい。」</i><br/></i>――償われし魂の教団員、クレフ</i>,Wayne Reynolds,30,,,,,,,,,,M11,レア,,,
Silence,1,{W},Silence,,W,,インスタント,,Your opponents can't cast spells this turn. <i>(Spells cast before this resolves are unaffected.)</i>,,,,,,,,,,,,,,Silence,沈黙,Your opponents can't cast spells this turn. <i>(Spells cast before this resolves are unaffected.)</i>,このターン、あなたの対戦相手は呪文を唱えられない。（すでに唱えられている呪文は影響を受けない。）,"<i>""Take a quiet moment to reflect on your sins.""?Cleph, Order of Redeemed Souls</i>",<i>「しばし、己の罪を黙考するがよい。」――償われし魂の教団員、クレフ</i>,Wayne Reynolds,35,,,,,,,,,,M14,レア,,,
Sliver Construct,1,{3},Sliver Construct,,Colorless,,アーティファクト クリーチャー,スリヴァー 構築物,,2,2,,,,,,,,,,,,Sliver Construct,スリヴァー構築物,,,"<i>Slivers destroy those who come close to the Skep, the central hive. Shards of torn metal litter the ground as a warning to any artificers inquisitive about the hive's inner workings.</i>",<i>スリヴァーはスケープと呼ばれる中央巣に近づく者を粉砕する。巣の内部機構を知りたがる工匠に対する警告として、地面には切り裂かれた金属の断片が積み上げられている。</i>,Mathias Kollros,218,,,,,,,,,,M14,コモン,,,
Smelt,1,{R},Smelt,,R,,インスタント,,Destroy target artifact.,,,,,,,,,,,,,,Smelt,溶解,Destroy target artifact.,アーティファクト１つを対象とし、それを破壊する。,"<i>""Looks like that wasn't darksteel after all.""</i><br/></i>?Koth of the Hammer</i>",<i>「どうやらダークスティールではなかったようだ。」</i><br/></i>――槌のコス</i>,Zoltan Boros,149,,,,,,,,,,M13,コモン,,,
Smelt,1,{R},Smelt,,R,,インスタント,,Destroy target artifact.,,,,,,,,,,,,,,Smelt,溶解,Destroy target artifact.,アーティファクト１つを対象とし、それを破壊する。,"<i>""Looks like that wasn't darksteel after all.""?Koth of the Hammer</i>",<i>「どうやらダークスティールではなかったようだ。」――槌のコス</i>,Zoltan Boros,156,,,,,,,,,,M14,コモン,,,
Solemn Offering,1,{2}{W},Solemn Offering,,W,,ソーサリー,,Destroy target artifact or enchantment. You gain 4 life.,,,,,,,,,,,,,,Solemn Offering,真面目な捧げ物,Destroy target artifact or enchantment. You gain 4 life.,アーティファクト１つかエンチャント１つを対象とし、それを破壊する。 あなたは４点のライフを得る。,"<i>""A relic donation is suggested.""</i><br/></i>""The suggestion is mandatory.""</i><br/></i>?Temple signs</i>",<i>『寄進が推奨されています。』</i><br/></i>『推奨とはすなわち強制です』</i><br/></i>――寺院の看板</i>,Sam Wood,33,,,,,,,,,,M10,コモン,,,
Solemn Offering,1,{2}{W},Solemn Offering,,W,,ソーサリー,,Destroy target artifact or enchantment. You gain 4 life.,,,,,,,,,,,,,,Solemn Offering,真面目な捧げ物,Destroy target artifact or enchantment. You gain 4 life.,アーティファクト１つかエンチャント１つを対象とし、それを破壊する。 あなたは４点のライフを得る。,"<i>""A relic donation is suggested.""</i><br/></i>""The suggestion is mandatory.""</i><br/></i>?Temple signs</i>",<i>『寄進が推奨されています。』</i><br/></i>『推奨とはすなわち強制です。』</i><br/></i>――寺院の看板</i>,Sam Wood,32,,,,,,,,,,M11,コモン,,,
Solemn Offering,1,{2}{W},Solemn Offering,,W,,ソーサリー,,Destroy target artifact or enchantment. You gain 4 life.,,,,,,,,,,,,,,Solemn Offering,真面目な捧げ物,Destroy target artifact or enchantment. You gain 4 life.,アーティファクト１つかエンチャント１つを対象とし、それを破壊する。あなたは４点のライフを得る。,"<i>""You will be reimbursed for your donation.""""The reimbursement is spiritual.""?Temple signs</i>",<i>『寄進は返還されます。』『霊的な意味での返還です。』――寺院の看板</i>,Sam Wood,36,,,,,,,,,,M14,コモン,,,
Soulmender,1,{W},Soulmender,,W,,クリーチャー,人間 クレリック,{Tap}: You gain 1 life.,1,1,,,,,,,,,,,,Soulmender,魂癒し人,{Tap}: You gain 1 life.,{Tap}：あなたは１点のライフを得る。,"<i>""Healing is more art than magic. Well, there is still quite a bit of magic.""</i>",<i>「癒しは魔法というよりもむしろ技術です。まあ、それでもかなりの魔法が必要ですけどね。」</i>,James Ryman,37,,,,,,,,,,M14,コモン,,,
Spell Blast,1,{X}{U},Spell Blast,,U,,インスタント,,"Counter target spell with converted mana cost X. <i>(For example, if that spell's mana cost is {3}{U}{U}, X is 5.)</i>",,,,,,,,,,,,,,Spell Blast,,Target spell is countered; X is cost of target spell.,,,,Brian Snoddy,,,,,,,,,,,LEA,コモン,,,
Spell Blast,1,{X}{U},Spell Blast,,U,,インスタント,,"Counter target spell with converted mana cost X. <i>(For example, if that spell's mana cost is {3}{U}{U}, X is 5.)</i>",,,,,,,,,,,,,,Spell Blast,,Target spell is countered; X is cost of target spell.,,,,Brian Snoddy,,,,,,,,,,,LEB,コモン,,,
Spell Blast,1,{X}{U},Spell Blast,,U,,インスタント,,"Counter target spell with converted mana cost X. <i>(For example, if that spell's mana cost is {3}{U}{U}, X is 5.)</i>",,,,,,,,,,,,,,Spell Blast,,Target spell is countered; X is cost of target spell.,,,,Brian Snoddy,,,,,,,,,,,2ED,コモン,,,
Spell Blast,1,{X}{U},Spell Blast,,U,,インスタント,,"Counter target spell with converted mana cost X. <i>(For example, if that spell's mana cost is {3}{U}{U}, X is 5.)</i>",,,,,,,,,,,,,,Spell Blast,,Target spell is countered; X is casting cost of target spell.,,,,Brian Snoddy,,,,,,,,,,,3ED,コモン,,,
Spell Blast,1,{X}{U},Spell Blast,,U,,インスタント,,"Counter target spell with converted mana cost X. <i>(For example, if that spell's mana cost is {3}{U}{U}, X is 5.)</i>",,,,,,,,,,,,,,Spell Blast,,Counter target spell. X is the casting cost of the target spell.,,,,Brian Snoddy,,,,,,,,,,,4ED,コモン,,,
Spell Blast,1,{X}{U},Spell Blast,,U,,インスタント,,"Counter target spell with converted mana cost X. <i>(For example, if that spell's mana cost is {3}{U}{U}, X is 5.)</i>",,,,,,,,,,,,,,Spell Blast,,Counter target spell with total casting cost equal to X.,,,,Greg Simanson,,,,,,,,,,,5ED,コモン,,,
Spell Blast,1,{X}{U},Spell Blast,,U,,インスタント,,"Counter target spell with converted mana cost X. <i>(For example, if that spell's mana cost is {3}{U}{U}, X is 5.)</i>",,,,,,,,,,,,,,Spell Blast,,Counter target spell with total casting cost equal to X.,,<i>Call it the thinking mage's version of brute force.</i>,,Steve Luke,,,,,,,,,,,TMP,コモン,,,
Spell Blast,1,{X}{U},Spell Blast,,U,,インスタント,,"Counter target spell with converted mana cost X. <i>(For example, if that spell's mana cost is {3}{U}{U}, X is 5.)</i>",,,,,,,,,,,,,,Spell Blast,,Counter target spell with converted mana cost equal to X.,,<i>Call it the thinking mage's version of brute force.</i>,,Greg Simanson,100,,,,,,,,,,6ED,コモン,,,
Spell Blast,1,{X}{U},Spell Blast,,U,,インスタント,,"Counter target spell with converted mana cost X. <i>(For example, if that spell's mana cost is {3}{U}{U}, X is 5.)</i>",,,,,,,,,,,,,,Spell Blast,呪文破,"Counter target spell with converted mana cost X. <i>(For example, if that spell's mana cost is {3}{U}{U}, X is 5.)</i>",点数で見たマナ・コストがＸの呪文１つを対象とし、それを打ち消す。（例えば、マナ・コストが{3}{U}{U}である呪文の場合、Ｘは５である。）,"<i>""Perhaps you could try throwing a rock? That might be better suited to your intellect.""</i>",<i>「石でも投げてたほうがいいんじゃない？ あんたの知性にはそのぐらいがお似合いだよ。」</i>,Jaime Jones,72,,,,,,,,,,M14,アンコモン,,,
Sporemound,1,{3}{G}{G},Sporemound,,G,,クリーチャー,ファンガス,"Whenever a land enters the battlefield under your control, put a 1/1 green Saproling creature token onto the battlefield.",3,3,,,,,,,,,,,,Sporemound,胞子塚,"Whenever a land enters the battlefield under your control, put a 1/1 green Saproling creature token onto the battlefield.",土地が１つあなたのコントロール下で戦場に出るたび、緑の１/１の苗木・クリーチャー・トークンを１体戦場に出す。,"<i>""If you threaten its territory, it produces spores. Actually, no matter what you do, it produces spores.""?Hadi Kasten, Calla Dale naturalist</i>",<i>「縄張りを脅かせば胞子を飛ばすぞ。まあ実際のところ、おまえさんが何をしようと胞子を飛ばすがな。」――カラ谷の自然術士、ハジ・カステン</i>,Svetlin Velinov,196,,,,,,,,,,M14,コモン,,,
Staff of the Death Magus,1,{3},Staff of the Death Magus,,Colorless,,アーティファクト,,"Whenever you cast a black spell or a Swamp enters the battlefield under your control, you gain 1 life.",,,,,,,,,,,,,,Staff of the Death Magus,死の大魔術師の杖,"Whenever you cast a black spell or a Swamp enters the battlefield under your control, you gain 1 life.",あなたが黒の呪文を１つ唱えるか沼が１つあなたのコントロール下で戦場に出るたび、あなたは１点のライフを得る。,<i>A symbol of ambition in ruthless times.</i>,<i>冷酷な時代の大志の象徴。</i>,Daniel Ljunggren,219,,,,,,,,,,M14,アンコモン,,,
Staff of the Flame Magus,1,{3},Staff of the Flame Magus,,Colorless,,アーティファクト,,"Whenever you cast a red spell or a Mountain enters the battlefield under your control, you gain 1 life.",,,,,,,,,,,,,,Staff of the Flame Magus,炎の大魔術師の杖,"Whenever you cast a red spell or a Mountain enters the battlefield under your control, you gain 1 life.",あなたが赤の呪文を１つ唱えるか山が１つあなたのコントロール下で戦場に出るたび、あなたは１点のライフを得る。,<i>A symbol of passion in indifferent times.</i>,<i>無関心な時代の情熱の象徴。</i>,Daniel Ljunggren,220,,,,,,,,,,M14,アンコモン,,,
Staff of the Mind Magus,1,{3},Staff of the Mind Magus,,Colorless,,アーティファクト,,"Whenever you cast a blue spell or an Island enters the battlefield under your control, you gain 1 life.",,,,,,,,,,,,,,Staff of the Mind Magus,精神の大魔術師の杖,"Whenever you cast a blue spell or an Island enters the battlefield under your control, you gain 1 life.",あなたが青の呪文を１つ唱えるか島が１つあなたのコントロール下で戦場に出るたび、あなたは１点のライフを得る。,<i>A symbol of sagacity in bewildering times.</i>,<i>混迷した時代の聡明さの象徴。</i>,Daniel Ljunggren,221,,,,,,,,,,M14,アンコモン,,,
Staff of the Sun Magus,1,{3},Staff of the Sun Magus,,Colorless,,アーティファクト,,"Whenever you cast a white spell or a Plains enters the battlefield under your control, you gain 1 life.",,,,,,,,,,,,,,Staff of the Sun Magus,太陽の大魔術師の杖,"Whenever you cast a white spell or a Plains enters the battlefield under your control, you gain 1 life.",あなたが白の呪文を１つ唱えるか平地が１つあなたのコントロール下で戦場に出るたび、あなたは１点のライフを得る。,<i>A symbol of conviction in uncertain times.</i>,<i>不確実な時代の信念の象徴。</i>,Daniel Ljunggren,222,,,,,,,,,,M14,アンコモン,,,
