カード名(オラクル),セグメント番号,マナ・コスト,名前(オラクル・正面非反転),色指標(正面非反転),色(正面非反転),特殊タイプ・リスト(正面非反転),カード・タイプ・リスト(正面非反転),サブタイプ・リスト(正面非反転),オラクル・テキスト(正面非反転),パワー(正面非反転),タフネス(正面非反転),忠誠度(正面非反転),名前(オラクル・背面/反転),色指標(背面/反転),色(背面/反転),特殊タイプ・リスト(背面/反転),カード・タイプ・リスト(背面/反転),サブタイプ・リスト(背面/反転),オラクル・テキスト(背面/反転),パワー(背面/反転),タフネス(背面/反転),忠誠度(背面/反転),名前(プリント・正面非反転・英),名前(プリント・正面非反転・日),ルール・テキスト(プリント・正面非反転・英),ルール・テキスト(プリント・正面非反転・日),フレイバー・テキスト(正面非反転・英),フレイバー・テキスト(正面非反転・日),アーティスト,コレクター番号,名前(プリント・背面/反転・英),名前(プリント・背面/反転・日),ルール・テキスト(プリント・背面/反転・英),ルール・テキスト(プリント・背面/反転・日),フレイバー・テキスト(背面/反転・英),フレイバー・テキスト(背面/反転・日),アーティスト(背面),コレクター番号(背面),両面/反転,カード・セット・コード,レアリティ,禁止フォーマット・リスト,制限フォーマット・リスト
Shadowborn Demon,1,{3}{B}{B},Shadowborn Demon,,B,,クリーチャー,デーモン,"Flying<br/>When Shadowborn Demon enters the battlefield, destroy target non-Demon creature.<br/>At the beginning of your upkeep, if there are fewer than six creature cards in your graveyard, sacrifice a creature.",5,6,,,,,,,,,,,,Shadowborn Demon,影生まれの悪魔,"FlyingWhen Shadowborn Demon enters the battlefield, destroy target non-Demon creature.At the beginning of your upkeep, if there are fewer than six creature cards in your graveyard, sacrifice a creature.",飛行影生まれの悪魔が戦場に出たとき、デーモンでないクリーチャー１体を対象とし、それを破壊する。あなたのアップキープの開始時に、あなたの墓地にあるクリーチャー・カードが６枚未満の場合、クリーチャーを１体生け贄に捧げる。,,,Lucas Graciano,115,,,,,,,,,,M14,神話レア,,
Shimmering Grotto,1,,Shimmering Grotto,,Colorless,,土地,,"{Tap}: Add {1} to your mana pool.<br/>{1}, {Tap}: Add one mana of any color to your mana pool.",,,,,,,,,,,,,,Shimmering Grotto,ゆらめく岩屋,"{Tap}: Add {1} to your mana pool.{1}, {Tap}: Add one mana of any color to your mana pool.","{Tap}：あなたのマナ・プールに{1}を加える。{1}, {Tap}：あなたのマナ・プールに、好きな色１色のマナ１点を加える。","<i>Untold riches await those who forsake the bustling world to search the secret, silent places.</i>",<i>せわしない世界を捨て秘密の静寂の地を探し求める者には、莫大な富が待っている。</i>,Cliff Childs,229,,,,,,,,,,M14,アンコモン,,
Shivan Dragon,1,{4}{R}{R},Shivan Dragon,,R,,クリーチャー,ドラゴン,Flying<br/>{R}: Shivan Dragon gets +1/+0 until end of turn.,5,5,,,,,,,,,,,,Shivan Dragon,シヴ山のドラゴン,Flying{R}: Shivan Dragon gets +1/+0 until end of turn.,飛行{R}：シヴ山のドラゴンはターン終了時まで＋１/＋０の修整を受ける。,<i>The undisputed master of the mountains of Shiv.</i>,<i>まぎれもなくシヴの山々の主である。</i>,Donato Giancola,154,,,,,,,,,,M14,レア,,
Shiv's Embrace,1,{2}{R}{R},Shiv's Embrace,,R,,エンチャント,オーラ,Enchant creature<br/>Enchanted creature gets +2/+2 and has flying.<br/>{R}: Enchanted creature gets +1/+0 until end of turn.,,,,,,,,,,,,,,Shiv's Embrace,シヴの抱擁,Enchant creatureEnchanted creature gets +2/+2 and has flying.{R}: Enchanted creature gets +1/+0 until end of turn.,エンチャント（クリーチャー）エンチャントされているクリーチャーは、＋２/＋２の修整を受けるとともに飛行を持つ。{R}：エンチャントされているクリーチャーはターン終了時まで＋１/＋０の修整を受ける。,"<i>When you see the world as a dragon sees it, everything looks fit to burn.</i>",<i>ドラゴンの目でこの世界を眺めると、すべてが燃やし甲斐のあるもののように見える。</i>,Dave Kendall,153,,,,,,,,,,M14,アンコモン,,
Shock,1,{R},Shock,,R,,インスタント,,Shock deals 2 damage to target creature or player.,,,,,,,,,,,,,,Shock,ショック,Shock deals 2 damage to target creature or player.,クリーチャー１体かプレイヤー１人を対象とする。ショックはそれに２点のダメージを与える。,,,Jon Foster,155,,,,,,,,,,M14,コモン,,
Show of Valor,1,{1}{W},Show of Valor,,W,,インスタント,,Target creature gets +2/+4 until end of turn.,,,,,,,,,,,,,,Show of Valor,武勇の誇示,Target creature gets +2/+4 until end of turn.,クリーチャー１体を対象とする。それはターン終了時まで＋２/＋４の修整を受ける。,<i>Cowards watch. Heroes act.</i>,<i>臆病者は見守る。英雄は身を投じる。</i>,Anthony Palumbo,33,,,,,,,,,,M14,コモン,,
Shrivel,1,{1}{B},Shrivel,,B,,ソーサリー,,All creatures get -1/-1 until end of turn.,,,,,,,,,,,,,,Shrivel,減縮,All creatures get -1/-1 until end of turn.,すべてのクリーチャーは、ターン終了時まで－１/－１の修整を受ける。,"<i>""Do not weep for the frail. Their time couldn't have been that far off.""?Nathrac, plaguesower</i>",<i>「貧弱な奴らのために嘆くことはない。どうせ遠からずお迎えが来ていたはずだ。」――疫病撒きナスラック</i>,Jung Park,116,,,,,,,,,,M14,コモン,,
Siege Mastodon,1,{4}{W},Siege Mastodon,,W,,クリーチャー,象,,3,5,,,,,,,,,,,,Siege Mastodon,包囲マストドン,,,"<i>""The walls of the wicked will fall before us. Ready the siege engines. We proceed to war!""?General Avitora</i>",<i>「忌まわしき者の壁は必ずや落ちる。攻城兵器を用意せよ。戦場へ向かうぞ！」――アヴィトーラ将軍</i>,Matt Cavotta,34,,,,,,,,,,M14,コモン,,
Silence,1,{W},Silence,,W,,インスタント,,Your opponents can't cast spells this turn. <i>(Spells cast before this resolves are unaffected.)</i>,,,,,,,,,,,,,,Silence,沈黙,Your opponents can't cast spells this turn. <i>(Spells cast before this resolves are unaffected.)</i>,このターン、あなたの対戦相手は呪文を唱えられない。（すでに唱えられている呪文は影響を受けない。）,"<i>""Take a quiet moment to reflect on your sins.""?Cleph, Order of Redeemed Souls</i>",<i>「しばし、己の罪を黙考するがよい。」――償われし魂の教団員、クレフ</i>,Wayne Reynolds,35,,,,,,,,,,M14,レア,,
Sliver Construct,1,{3},Sliver Construct,,Colorless,,アーティファクト クリーチャー,スリヴァー 構築物,,2,2,,,,,,,,,,,,Sliver Construct,スリヴァー構築物,,,"<i>Slivers destroy those who come close to the Skep, the central hive. Shards of torn metal litter the ground as a warning to any artificers inquisitive about the hive's inner workings.</i>",<i>スリヴァーはスケープと呼ばれる中央巣に近づく者を粉砕する。巣の内部機構を知りたがる工匠に対する警告として、地面には切り裂かれた金属の断片が積み上げられている。</i>,Mathias Kollros,218,,,,,,,,,,M14,コモン,,
Smelt,1,{R},Smelt,,R,,インスタント,,Destroy target artifact.,,,,,,,,,,,,,,Smelt,溶解,Destroy target artifact.,アーティファクト１つを対象とし、それを破壊する。,"<i>""Looks like that wasn't darksteel after all.""?Koth of the Hammer</i>",<i>「どうやらダークスティールではなかったようだ。」――槌のコス</i>,Zoltan Boros,156,,,,,,,,,,M14,コモン,,
Solemn Offering,1,{2}{W},Solemn Offering,,W,,ソーサリー,,Destroy target artifact or enchantment. You gain 4 life.,,,,,,,,,,,,,,Solemn Offering,真面目な捧げ物,Destroy target artifact or enchantment. You gain 4 life.,アーティファクト１つかエンチャント１つを対象とし、それを破壊する。あなたは４点のライフを得る。,"<i>""You will be reimbursed for your donation.""""The reimbursement is spiritual.""?Temple signs</i>",<i>『寄進は返還されます。』『霊的な意味での返還です。』――寺院の看板</i>,Sam Wood,36,,,,,,,,,,M14,コモン,,
Soulmender,1,{W},Soulmender,,W,,クリーチャー,人間 クレリック,{Tap}: You gain 1 life.,1,1,,,,,,,,,,,,Soulmender,魂癒し人,{Tap}: You gain 1 life.,{Tap}：あなたは１点のライフを得る。,"<i>""Healing is more art than magic. Well, there is still quite a bit of magic.""</i>",<i>「癒しは魔法というよりもむしろ技術です。まあ、それでもかなりの魔法が必要ですけどね。」</i>,James Ryman,37,,,,,,,,,,M14,コモン,,
Spell Blast,1,{X}{U},Spell Blast,,U,,インスタント,,"Counter target spell with converted mana cost X. <i>(For example, if that spell's mana cost is {3}{U}{U}, X is 5.)</i>",,,,,,,,,,,,,,Spell Blast,呪文破,"Counter target spell with converted mana cost X. <i>(For example, if that spell's mana cost is {3}{U}{U}, X is 5.)</i>",点数で見たマナ・コストがＸの呪文１つを対象とし、それを打ち消す。（例えば、マナ・コストが{3}{U}{U}である呪文の場合、Ｘは５である。）,"<i>""Perhaps you could try throwing a rock? That might be better suited to your intellect.""</i>",<i>「石でも投げてたほうがいいんじゃない？ あんたの知性にはそのぐらいがお似合いだよ。」</i>,Jaime Jones,72,,,,,,,,,,M14,アンコモン,,
Sporemound,1,{3}{G}{G},Sporemound,,G,,クリーチャー,ファンガス,"Whenever a land enters the battlefield under your control, put a 1/1 green Saproling creature token onto the battlefield.",3,3,,,,,,,,,,,,Sporemound,胞子塚,"Whenever a land enters the battlefield under your control, put a 1/1 green Saproling creature token onto the battlefield.",土地が１つあなたのコントロール下で戦場に出るたび、緑の１/１の苗木・クリーチャー・トークンを１体戦場に出す。,"<i>""If you threaten its territory, it produces spores. Actually, no matter what you do, it produces spores.""?Hadi Kasten, Calla Dale naturalist</i>",<i>「縄張りを脅かせば胞子を飛ばすぞ。まあ実際のところ、おまえさんが何をしようと胞子を飛ばすがな。」――カラ谷の自然術士、ハジ・カステン</i>,Svetlin Velinov,196,,,,,,,,,,M14,コモン,,
Staff of the Death Magus,1,{3},Staff of the Death Magus,,Colorless,,アーティファクト,,"Whenever you cast a black spell or a Swamp enters the battlefield under your control, you gain 1 life.",,,,,,,,,,,,,,Staff of the Death Magus,死の大魔術師の杖,"Whenever you cast a black spell or a Swamp enters the battlefield under your control, you gain 1 life.",あなたが黒の呪文を１つ唱えるか沼が１つあなたのコントロール下で戦場に出るたび、あなたは１点のライフを得る。,<i>A symbol of ambition in ruthless times.</i>,<i>冷酷な時代の大志の象徴。</i>,Daniel Ljunggren,219,,,,,,,,,,M14,アンコモン,,
Staff of the Flame Magus,1,{3},Staff of the Flame Magus,,Colorless,,アーティファクト,,"Whenever you cast a red spell or a Mountain enters the battlefield under your control, you gain 1 life.",,,,,,,,,,,,,,Staff of the Flame Magus,炎の大魔術師の杖,"Whenever you cast a red spell or a Mountain enters the battlefield under your control, you gain 1 life.",あなたが赤の呪文を１つ唱えるか山が１つあなたのコントロール下で戦場に出るたび、あなたは１点のライフを得る。,<i>A symbol of passion in indifferent times.</i>,<i>無関心な時代の情熱の象徴。</i>,Daniel Ljunggren,220,,,,,,,,,,M14,アンコモン,,
Staff of the Mind Magus,1,{3},Staff of the Mind Magus,,Colorless,,アーティファクト,,"Whenever you cast a blue spell or an Island enters the battlefield under your control, you gain 1 life.",,,,,,,,,,,,,,Staff of the Mind Magus,精神の大魔術師の杖,"Whenever you cast a blue spell or an Island enters the battlefield under your control, you gain 1 life.",あなたが青の呪文を１つ唱えるか島が１つあなたのコントロール下で戦場に出るたび、あなたは１点のライフを得る。,<i>A symbol of sagacity in bewildering times.</i>,<i>混迷した時代の聡明さの象徴。</i>,Daniel Ljunggren,221,,,,,,,,,,M14,アンコモン,,
Staff of the Sun Magus,1,{3},Staff of the Sun Magus,,Colorless,,アーティファクト,,"Whenever you cast a white spell or a Plains enters the battlefield under your control, you gain 1 life.",,,,,,,,,,,,,,Staff of the Sun Magus,太陽の大魔術師の杖,"Whenever you cast a white spell or a Plains enters the battlefield under your control, you gain 1 life.",あなたが白の呪文を１つ唱えるか平地が１つあなたのコントロール下で戦場に出るたび、あなたは１点のライフを得る。,<i>A symbol of conviction in uncertain times.</i>,<i>不確実な時代の信念の象徴。</i>,Daniel Ljunggren,222,,,,,,,,,,M14,アンコモン,,
Staff of the Wild Magus,1,{3},Staff of the Wild Magus,,Colorless,,アーティファクト,,"Whenever you cast a green spell or a Forest enters the battlefield under your control, you gain 1 life.",,,,,,,,,,,,,,Staff of the Wild Magus,野生の大魔術師の杖,"Whenever you cast a green spell or a Forest enters the battlefield under your control, you gain 1 life.",あなたが緑の呪文を１つ唱えるか森が１つあなたのコントロール下で戦場に出るたび、あなたは１点のライフを得る。,<i>A symbol of ferocity in oppressive times.</i>,<i>抑圧の時代の獰猛さの象徴。</i>,Daniel Ljunggren,223,,,,,,,,,,M14,アンコモン,,
Steelform Sliver,1,{2}{W},Steelform Sliver,,W,,クリーチャー,スリヴァー,Sliver creatures you control get +0/+1.,2,2,,,,,,,,,,,,Steelform Sliver,鋼体スリヴァー,Sliver creatures you control get +0/+1.,あなたがコントロールするスリヴァー・クリーチャーは＋０/＋１の修整を受ける。,"<i>""Though the slivers may sometimes resemble us, they are not human. Anyone who fights them must remember this.""?Sarlena, paladin of the Northern Verge</i>",<i>「スリヴァーが我々に似てると思えるときもあるけれど、あいつらは人間じゃない。スリヴァーと戦う以上は、憶えておくことね。」――北境団の聖騎士、サルレナ</i>,Chase Stone,38,,,,,,,,,,M14,アンコモン,,
Stonehorn Chanter,1,{5}{W},Stonehorn Chanter,,W,,クリーチャー,サイ クレリック,{5}{W}: Stonehorn Chanter gains vigilance and lifelink until end of turn. <i>(Attacking doesn't cause it to tap. Damage dealt by it also causes you to gain that much life.)</i>,4,4,,,,,,,,,,,,Stonehorn Chanter,石角の詠唱者,{5}{W}: Stonehorn Chanter gains vigilance and lifelink until end of turn. <i>(Attacking doesn't cause it to tap. Damage dealt by it also causes you to gain that much life.)</i>,{5}{W}：石角の詠唱者はターン終了時まで警戒と絆魂を得る。（これは攻撃してもタップしない。これがダメージを与える場合、さらにあなたはその点数分のライフを得る。）,"<i>With the Stonehorn, piety and power are one.</i>",<i>石角により、篤信と力は一つとなる。</i>,Raymond Swanland,39,,,,,,,,,,M14,アンコモン,,
Striking Sliver,1,{R},Striking Sliver,,R,,クリーチャー,スリヴァー,Sliver creatures you control have first strike. <i>(They deal combat damage before creatures without first strike.)</i>,1,1,,,,,,,,,,,,Striking Sliver,先制スリヴァー,Sliver creatures you control have first strike. <i>(They deal combat damage before creatures without first strike.)</i>,あなたがコントロールするスリヴァー・クリーチャーは先制攻撃を持つ。（それらは先制攻撃を持たないクリーチャーよりも先に戦闘ダメージを与える。）,<i>You're too busy recoiling in fear to realize that it's already hit you.</i>,<i>恐怖のあまり背を丸めることばかり考えて、すでに攻撃を受けたことにも気づかない。</i>,Maciej Kuciara,157,,,,,,,,,,M14,コモン,,
Strionic Resonator,1,{2},Strionic Resonator,,Colorless,,アーティファクト,,"{2}, {Tap}: Copy target triggered ability you control. You may choose new targets for the copy. <i>(A triggered ability uses the words ""when,"" ""whenever,"" or ""at."")</i>",,,,,,,,,,,,,,Strionic Resonator,ストリオン共鳴体,"{2}, {Tap}: Copy target triggered ability you control. You may choose new targets for the copy. <i>(A triggered ability uses the words ""when,"" ""whenever,"" or ""at."")</i>","{2}, {Tap}：あなたがコントロールする誘発型能力１つを対象とし、それをコピーする。あなたはそのコピーの新しい対象を選んでもよい。 （誘発型能力には「～とき」、「～たび」、「～時に」のいずれかが書かれている。）",<i>Its tines cannot be rung by mere physical force. Only magic of great power can start its eldritch resonance.</i>,<i>物理的な力だけでそれを鳴らすことはできない。強大な魔法のみが、その不気味な共鳴を生み出せるのだ。</i>,Noah Bradley,224,,,,,,,,,,M14,レア,,
Suntail Hawk,1,{W},Suntail Hawk,,W,,クリーチャー,鳥,Flying,1,1,,,,,,,,,,,,Suntail Hawk,陽光尾の鷹,Flying,飛行,"<i>""They are the finest companions in the realm. Swift, clever, and easily trained to hunt intruders.""?Almira, falconer</i>",<i>「あの子達はこの国でも一番よ。素早くて賢くて、侵入者を狩る訓練もすぐできる。」――鷹匠アルマイラ</i>,Heather Hudson,40,,,,,,,,,,M14,コモン,,
Syphon Sliver,1,{2}{B},Syphon Sliver,,B,,クリーチャー,スリヴァー,Sliver creatures you control have lifelink. <i>(Damage dealt by a Sliver creature you control also causes you to gain that much life.)</i>,2,2,,,,,,,,,,,,Syphon Sliver,吸管スリヴァー,Sliver creatures you control have lifelink. <i>(Damage dealt by a Sliver creature you control also causes you to gain that much life.)</i>,あなたがコントロールするスリヴァー・クリーチャーは絆魂を持つ。（あなたがコントロールするスリヴァー・クリーチャーがダメージを与える場合、さらにあなたはその点数分のライフを得る。）,"<i>When the hive must feed, every appendage becomes an additional mouth.</i>",<i>巣が餌を必要とするときは、尖腕の一本一本が口となる。</i>,Tyler Jacobson,117,,,,,,,,,,M14,レア,,
Tenacious Dead,1,{B},Tenacious Dead,,B,,クリーチャー,スケルトン 戦士,"When Tenacious Dead dies, you may pay {1}{B}. If you do, return it to the battlefield tapped under its owner's control.",1,1,,,,,,,,,,,,Tenacious Dead,執拗な死者,"When Tenacious Dead dies, you may pay {1}{B}. If you do, return it to the battlefield tapped under its owner's control.",執拗な死者が死亡したとき、あなたは{1}{B}を支払ってもよい。そうした場合、これをオーナーのコントロール下でタップ状態で戦場に戻す。,<i>Raising the bones of Hekjek the Mad proved far easier than getting them to lie back down.</i>,<i>狂人ヘクジェックの骨を復活させるのは、その骨を再び寝かせるよりもはるかに簡単だった。</i>,John Stanko,118,,,,,,,,,,M14,アンコモン,,
Thorncaster Sliver,1,{4}{R},Thorncaster Sliver,,R,,クリーチャー,スリヴァー,"Sliver creatures you control have ""Whenever this creature attacks, it deals 1 damage to target creature or player.""",2,2,,,,,,,,,,,,Thorncaster Sliver,茨投スリヴァー,"Sliver creatures you control have ""Whenever this creature attacks, it deals 1 damage to target creature or player.""",あなたがコントロールするスリヴァー・クリーチャーは「このクリーチャーが攻撃するたび、クリーチャー１体かプレイヤー１人を対象とする。これはそれに１点のダメージを与える。」を持つ。,"<i>Every inch of a sliver's body is a potential claw, appendage, or projectile.</i>",<i>スリヴァーの肉体はあらゆる部分が爪か尖腕か発射体である。</i>,Trevor Claxton,158,,,,,,,,,,M14,レア,,
Thunder Strike,1,{1}{R},Thunder Strike,,R,,インスタント,,Target creature gets +2/+0 and gains first strike until end of turn. <i>(It deals combat damage before creatures without first strike.)</i>,,,,,,,,,,,,,,Thunder Strike,雷の一撃,Target creature gets +2/+0 and gains first strike until end of turn. <i>(It deals combat damage before creatures without first strike.)</i>,クリーチャー１体を対象とする。それはターン終了時まで＋２/＋０の修整を受けるとともに先制攻撃を得る。（それは先制攻撃を持たないクリーチャーよりも先に戦闘ダメージを与える。）,"<i>Lightning reflexes, thunderous might.</i>",<i>電光石火、疾風怒濤。</i>,Wayne Reynolds,159,,,,,,,,,,M14,コモン,,
Tidebinder Mage,1,{U}{U},Tidebinder Mage,,U,,クリーチャー,マーフォーク ウィザード,"When Tidebinder Mage enters the battlefield, tap target red or green creature an opponent controls. That creature doesn't untap during its controller's untap step for as long as you control Tidebinder Mage.",2,2,,,,,,,,,,,,Tidebinder Mage,潮縛りの魔道士,"When Tidebinder Mage enters the battlefield, tap target red or green creature an opponent controls. That creature doesn't untap during its controller's untap step for as long as you control Tidebinder Mage.",潮縛りの魔道士が戦場に出たとき、対戦相手１人がコントロールする赤か緑のクリーチャー１体を対象とし、それをタップする。そのクリーチャーは、あなたが潮縛りの魔道士をコントロールし続けているかぎり、それのコントローラーのアンタップ・ステップにアンタップしない。,,,John Severin Brassell,73,,,,,,,,,,M14,レア,,
Time Ebb,1,{2}{U},Time Ebb,,U,,ソーサリー,,Put target creature on top of its owner's library.,,,,,,,,,,,,,,Time Ebb,時の引き潮,Put target creature on top of its owner's library.,クリーチャー１体を対象とし、それをオーナーのライブラリーの一番上に置く。,"<i>""Yesterday you were just a figment of your master's imagination. I liked you better then.""?Shai Fusan, archmage</i>",<i>「昨日のお前は主人の空想の産物に過ぎなかった。その頃のお前の方が好ましい。」――大魔導師シャイ・フサン</i>,Alan Rabinowitz,74,,,,,,,,,,M14,コモン,,
Tome Scour,1,{U},Tome Scour,,U,,ソーサリー,,Target player puts the top five cards of his or her library into his or her graveyard.,,,,,,,,,,,,,,Tome Scour,秘本掃き,Target player puts the top five cards of his or her library into his or her graveyard.,プレイヤー１人を対象とする。そのプレイヤーは、自分のライブラリーの一番上から５枚のカードを自分の墓地に置く。,"<i>""I hope none of those were important!""</i>",<i>「大事なのとか入ってないといいんだけど！」</i>,Steven Belledin,75,,,,,,,,,,M14,コモン,,
Trading Post,1,{4},Trading Post,,Colorless,,アーティファクト,,"{1}, {Tap}, Discard a card: You gain 4 life.<br/>{1}, {Tap}, Pay 1 life: Put a 0/1 white Goat creature token onto the battlefield.<br/>{1}, {Tap}, Sacrifice a creature: Return target artifact card from your graveyard to your hand.<br/>{1}, {Tap}, Sacrifice an artifact: Draw a card.",,,,,,,,,,,,,,Trading Post,交易所,"{1}, {Tap}, Discard a card: You gain 4 life.{1}, {Tap}, Pay 1 life: Put a 0/1 white Goat creature token onto the battlefield.{1}, {Tap}, Sacrifice a creature: Return target artifact card from your graveyard to your hand.{1}, {Tap}, Sacrifice an artifact: Draw a card.","{1}, {Tap}, カードを１枚捨てる：あなたは４点のライフを得る。{1}, {Tap}, ライフを１点支払う：白の０/１のヤギ・クリーチャー・トークンを１体戦場に出す。{1}, {Tap}, クリーチャーを１体生け贄に捧げる：あなたの墓地にあるアーティファクト・カード１枚を対象とし、それをあなたの手札に戻す。{1}, {Tap}, アーティファクトを１つ生け贄に捧げる：カードを１枚引く。",,,Adam Paquette,225,,,,,,,,,,M14,レア,,
Trained Condor,1,{2}{U},Trained Condor,,U,,クリーチャー,鳥,"Flying<br/>Whenever Trained Condor attacks, another target creature you control gains flying until end of turn.",2,1,,,,,,,,,,,,Trained Condor,訓練されたコンドル,"FlyingWhenever Trained Condor attacks, another target creature you control gains flying until end of turn.",飛行訓練されたコンドルが攻撃するたび、あなたがコントロールする他のクリーチャー１体を対象とする。それはターン終了時まで飛行を得る。,"<i>""They're smart enough to understand that war means lots of carrion.""?Griv, condor rider</i>",<i>「こいつらは頭がいいからな。戦争があるとたらふく腐肉が食えるって知ってるのさ。」――コンドルの乗り手、グリーヴ</i>,Alex Horley-Orlandelli,76,,,,,,,,,,M14,コモン,,
Traumatize,1,{3}{U}{U},Traumatize,,U,,ソーサリー,,"Target player puts the top half of his or her library, rounded down, into his or her graveyard.",,,,,,,,,,,,,,Traumatize,心の傷跡,"Target player puts the top half of his or her library, rounded down, into his or her graveyard.",プレイヤー１人を対象とする。そのプレイヤーは、自分のライブラリーの一番上から端数を切り捨てた半分を自分の墓地に置く。,<i>He was left with just enough memory to understand what he had lost.</i>,<i>彼に残されたのは、何を失ったのかを理解できるだけの記憶だった。</i>,Greg Staples,77,,,,,,,,,,M14,レア,,
Trollhide,1,{2}{G},Trollhide,,G,,エンチャント,オーラ,"Enchant creature<br/>Enchanted creature gets +2/+2 and has ""{1}{G}: Regenerate this creature."" <i>(The next time the creature would be destroyed this turn, it isn't. Instead tap it, remove all damage from it, and remove it from combat.)</i>",,,,,,,,,,,,,,Trollhide,トロール皮,"Enchant creatureEnchanted creature gets +2/+2 and has ""{1}{G}: Regenerate this creature."" <i>(The next time the creature would be destroyed this turn, it isn't. Instead tap it, remove all damage from it, and remove it from combat.)</i>",エンチャント（クリーチャー）エンチャントされているクリーチャーは、＋２/＋２の修整を受けるとともに「{1}{G}：このクリーチャーを再生する。」を持つ。（このターン、次にこのクリーチャーが破壊される場合、破壊されない。代わりに、それをタップし、それに与えられているダメージをすべて取り除き、それを戦闘から取り除く。）,,,Steven Belledin,197,,,,,,,,,,M14,コモン,,
Undead Minotaur,1,{2}{B},Undead Minotaur,,B,,クリーチャー,ゾンビ ミノタウルス,,2,3,,,,,,,,,,,,Undead Minotaur,アンデッドのミノタウルス,,,"<i>""The work that went into creating this magnificent specimen. Horrific, deadly, well-balanced. Not all necromancers do elegant work like this.""?Lestin, necromancer</i>",<i>「この堂々たる実験体を生み出すのにどれだけの労力がかけられたことか。凶悪で殺人的で、完璧な均衡を保っている。凡百の屍術師にこれほど洗練された仕事はできまい。」――屍術師レスティン</i>,Karl Kopinski,119,,,,,,,,,,M14,コモン,,
Vampire Warlord,1,{4}{B},Vampire Warlord,,B,,クリーチャー,吸血鬼 戦士,"Sacrifice another creature: Regenerate Vampire Warlord. <i>(The next time this creature would be destroyed this turn, it isn't. Instead tap it, remove all damage from it, and remove it from combat.)</i>",4,2,,,,,,,,,,,,Vampire Warlord,吸血鬼の大将軍,"Sacrifice another creature: Regenerate Vampire Warlord. <i>(The next time this creature would be destroyed this turn, it isn't. Instead tap it, remove all damage from it, and remove it from combat.)</i>",他のクリーチャーを１体生け贄に捧げる：吸血鬼の大将軍を再生する。（このターン、次にこのクリーチャーが破壊される場合、破壊されない。代わりに、これをタップし、これに与えられているダメージをすべて取り除き、これを戦闘から取り除く。）,"<i>""How can you serve me? By dying.""</i>",<i>「いかにして我に仕えればよいかだと？ 死ねばよい。」</i>,Wesley Burt,120,,,,,,,,,,M14,アンコモン,,
Vastwood Hydra,1,{X}{G}{G},Vastwood Hydra,,G,,クリーチャー,ハイドラ,"Vastwood Hydra enters the battlefield with X +1/+1 counters on it.<br/>When Vastwood Hydra dies, you may distribute a number of +1/+1 counters equal to the number of +1/+1 counters on Vastwood Hydra among any number of creatures you control.",0,0,,,,,,,,,,,,Vastwood Hydra,巨森のハイドラ,"Vastwood Hydra enters the battlefield with X +1/+1 counters on it.When Vastwood Hydra dies, you may distribute a number of +1/+1 counters equal to the number of +1/+1 counters on Vastwood Hydra among any number of creatures you control.",巨森のハイドラは、＋１/＋１カウンターがＸ個置かれた状態で戦場に出る。 巨森のハイドラが死亡したとき、あなたは巨森のハイドラの上に置かれていた＋１/＋１カウンターの総数に等しい数の＋１/＋１カウンターを、あなたがコントロールする望む数のクリーチャーの上にあなたの好きなように割り振って置いてもよい。,,,Slawomir Maniak,198,,,,,,,,,,M14,レア,,
Verdant Haven,1,{2}{G},Verdant Haven,,G,,エンチャント,オーラ,"Enchant land<br/>When Verdant Haven enters the battlefield, you gain 2 life.<br/>Whenever enchanted land is tapped for mana, its controller adds one mana of any color to his or her mana pool <i>(in addition to the mana the land produces)</i>.",,,,,,,,,,,,,,Verdant Haven,新緑の安息所,"Enchant land<br/>When Verdant Haven enters the battlefield, you gain 2 life.<br/>Whenever enchanted land is tapped for mana, its controller adds one mana of any color to his or her mana pool <i>(in addition to the mana the land produces)</i>.",エンチャント（土地）<br/>新緑の安息所が戦場に出たとき、あなたは２点のライフを得る。<br/>マナを引き出す目的でエンチャントされている土地がタップされるたび、そのコントローラーのマナ・プールに好きな色１色のマナ１点を加える（その土地が生み出すマナに追加される）。,,,Daniel Ljunggren,199,,,,,,,,,,M14,コモン,,
Vial of Poison,1,{1},Vial of Poison,,Colorless,,アーティファクト,,"{1}, Sacrifice Vial of Poison: Target creature gains deathtouch until end of turn. <i>(Any amount of damage it deals to a creature is enough to destroy it.)</i>",,,,,,,,,,,,,,Vial of Poison,毒の薬瓶,"{1}, Sacrifice Vial of Poison: Target creature gains deathtouch until end of turn. <i>(Any amount of damage it deals to a creature is enough to destroy it.)</i>","{1}, 毒の薬瓶を生け贄に捧げる：クリーチャー１体を対象とする。それはターン終了時まで接死を得る。（それが何らかのダメージをクリーチャーに与えた場合、それだけで破壊される。）","<i>There are worse ways to die, but not many.</i>",<i>もっとひどい死に方もあるが、そう多くはない。</i>,Franz Vohwinkel,226,,,,,,,,,,M14,アンコモン,,
