カード名(オラクル),セグメント番号,マナ・コスト,名前(オラクル・正面非反転),色指標(正面非反転),色(正面非反転),特殊タイプ・リスト(正面非反転),カード・タイプ・リスト(正面非反転),サブタイプ・リスト(正面非反転),オラクル・テキスト(正面非反転),パワー(正面非反転),タフネス(正面非反転),忠誠度(正面非反転),名前(オラクル・背面/反転),色指標(背面/反転),色(背面/反転),特殊タイプ・リスト(背面/反転),カード・タイプ・リスト(背面/反転),サブタイプ・リスト(背面/反転),オラクル・テキスト(背面/反転),パワー(背面/反転),タフネス(背面/反転),忠誠度(背面/反転),名前(プリント・正面非反転・英),名前(プリント・正面非反転・日),ルール・テキスト(プリント・正面非反転・英),ルール・テキスト(プリント・正面非反転・日),フレイバー・テキスト(正面非反転・英),フレイバー・テキスト(正面非反転・日),アーティスト,コレクター番号,名前(プリント・背面/反転・英),名前(プリント・背面/反転・日),ルール・テキスト(プリント・背面/反転・英),ルール・テキスト(プリント・背面/反転・日),フレイバー・テキスト(背面/反転・英),フレイバー・テキスト(背面/反転・日),アーティスト(背面),コレクター番号(背面),両面/反転,カード・セット・コード,レアリティ,禁止フォーマット・リスト,制限フォーマット・リスト
Siege Rhino,1,{1}{W}{B}{G},Siege Rhino,,BGW,,クリーチャー,サイ,"Trample<br/>When Siege Rhino enters the battlefield, each opponent loses 3 life and you gain 3 life.",4,5,,,,,,,,,,,,Siege Rhino,包囲サイ,"Trample<br/>When Siege Rhino enters the battlefield, each opponent loses 3 life and you gain 3 life.",トランプル<br/>包囲サイが戦場に出たとき、各対戦相手はそれぞれ３点のライフを失い、あなたは３点のライフを得る。,<i>The mere approach of an Abzan war beast is enough to send enemies fleeing in panic.</i>,<i>アブザンの軍獣が到来するだけで、敵は統制を乱して逃走を開始する。</i>,Volkan Baga,200,,,,,,,,,,KTK,レア,,
Siegecraft,1,{3}{W},Siegecraft,,W,,エンチャント,オーラ,Enchant creature<br/>Enchanted creature gets +2/+4.,,,,,,,,,,,,,,Siegecraft,包囲戦法,Enchant creature<br/>Enchanted creature gets +2/+4.,エンチャント（クリーチャー）<br/>エンチャントされているクリーチャーは＋２/＋４の修整を受ける。,"<i>""They thought their fortress impregnable . . . until we marched up with ours, and blocked out the sun."" <br/></i><br/></i>?Golran, dragonscale captain</i>",<i>「彼らは自分たちの要塞を難攻不落のものだと考えていたようだ…我々が我が軍の要塞を伴って進軍し、太陽の光を遮断するようになるまではな。」 <br/></i><br/></i>――龍鱗隊隊長、ゴルラン</i>,Viktor Titov,23,,,,,,,,,,KTK,コモン,,
Singing Bell Strike,1,{1}{U},Singing Bell Strike,,U,,エンチャント,オーラ,"Enchant creature<br/>When Singing Bell Strike enters the battlefield, tap enchanted creature.<br/>Enchanted creature doesn't untap during its controller's untap step.<br/>Enchanted creature has ""{6}: Untap this creature.""",,,,,,,,,,,,,,Singing Bell Strike,鐘音の一撃,"Enchant creature<br/>When Singing Bell Strike enters the battlefield, tap enchanted creature.<br/>Enchanted creature doesn't untap during its controller's untap step.<br/>Enchanted creature has ""{6}: Untap this creature.""",エンチャント（クリーチャー）<br/>鐘音の一撃が戦場に出たとき、エンチャントされているクリーチャーをタップする。<br/>エンチャントされているクリーチャーは、それのコントローラーのアンタップ・ステップにアンタップしない。<br/>エンチャントされているクリーチャーは「{6}：このクリーチャーをアンタップする。」を持つ。,,,Chase Stone,55,,,,,,,,,,KTK,コモン,,
Smite the Monstrous,1,{3}{W},Smite the Monstrous,,W,,インスタント,,Destroy target creature with power 4 or greater.,,,,,,,,,,,,,,Smite the Monstrous,大物潰し,Destroy target creature with power 4 or greater.,パワーが４以上のクリーチャー１体を対象とし、それを破壊する。,"<i>""The dragons thought they were too strong to be tamed, too large to fall. And where are they now?"" <br/></i><br/></i>?Khibat the Revered</i>",<i>「龍たちは自分たちが飼いならすには強すぎて、転落するには強大すぎると思いこんでいた。では、今彼らはいずこにいるのかね？」 <br/></i><br/></i>――尊崇されし者、キバト</i>,Greg Staples,24,,,,,,,,,,KTK,コモン,,
Smoke Teller,1,{1}{G},Smoke Teller,,G,,クリーチャー,人間 シャーマン,{1}{U}: Look at target face-down creature.,2,2,,,,,,,,,,,,Smoke Teller,煙の語り部,{1}{U}: Look at target face-down creature.,{1}{U}：裏向きのクリーチャー１体を対象とし、それの表側を見る。,"<i>""See your enemies from a thousand sides. Then you will find a thousand ways to kill them.""</i>",<i>「千の異なる角度から敵を見よ。さすれば、それを倒す千の異なる方法が見えてくるだろう。」</i>,Min Yum,151,,,,,,,,,,KTK,コモン,,
Snowhorn Rider,1,{3}{G}{U}{R},Snowhorn Rider,,URG,,クリーチャー,人間 戦士,Trample<br/>Morph {2}{G}{U}{R} <i>(You may cast this card face down as a 2/2 creature for {3}. Turn it face up any time for its morph cost.)</i>,5,5,,,,,,,,,,,,Snowhorn Rider,雪角の乗り手,Trample<br/>Morph {2}{G}{U}{R} <i>(You may cast this card face down as a 2/2 creature for {3}. Turn it face up any time for its morph cost.)</i>,トランプル<br/>変異{2}{G}{U}{R}（あなたはこのカードを、{3}で２/２クリーチャーとして裏向きに唱えてもよい。これの変異コストで、これをいつでも表向きにしてよい。）,"<i>Sure-footed, strong-willed, and ill-tempered?and so is the ram.</i>",<i>足取り軽やかで意志が強く、そして常に不機嫌。それはその雄羊も同じである。</i>,Tomasz Jedruszek,201,,,,,,,,,,KTK,コモン,,
"Sorin, Solemn Visitor",1,{2}{W}{B},"Sorin, Solemn Visitor",,WB,,プレインズウォーカー,ソリン,"+1: Until your next turn, creatures you control get +1/+0 and gain lifelink.<br/>?2: Put a 2/2 black Vampire creature token with flying onto the battlefield.<br/>?6: You get an emblem with ""At the beginning of each opponent's upkeep, that player sacrifice",,,4,,,,,,,,,,,"Sorin, Solemn Visitor",真面目な訪問者、ソリン,"+1: Until your next turn, creatures you control get +1/+0 and gain lifelink.<br/>?2: Put a 2/2 black Vampire creature token with flying onto the battlefield.<br/>?6: You get an emblem with ""At the beginning of each opponent's upkeep, that player sacrifice",＋１：あなたの次のターンまで、あなたがコントロールするクリーチャーは＋１/＋０の修整を受けるとともに絆魂を得る。<br/>－２：飛行を持つ黒の２/２の吸血鬼・クリーチャー・トークンを１体戦場に出す。<br/>－６：あなたは「各対戦相手のアップキープの開始時に、そのプレイヤーはクリーチャーを１体生け贄に捧げる。」を持つ紋章を得る。,,,Cynthia Sheppard,202,,,,,,,,,,KTK,神話レア,,
Stubborn Denial,1,{U},Stubborn Denial,,U,,インスタント,,"Counter target noncreature spell unless its controller pays {1}.<br/>Ferocious ? If you control a creature with power 4 or greater, counter that spell instead.",,,,,,,,,,,,,,Stubborn Denial,頑固な否認,"Counter target noncreature spell unless its controller pays {1}.<br/>Ferocious ? If you control a creature with power 4 or greater, counter that spell instead.",クリーチャーでない呪文１つを対象とする。それのコントローラーが{1}を支払わないかぎり、それを打ち消す。<br/>獰猛 ― あなたがパワーが４以上のクリーチャーをコントロールしているなら、代わりにその呪文を打ち消す。,<i>The Temur have no patience for subtlety.</i>,<i>細かいことに構っていられるほどティムールは悠長ではない。</i>,James Ryman,56,,,,,,,,,,KTK,アンコモン,,
Sultai Ascendancy,1,{B}{G}{U},Sultai Ascendancy,,GUB,,エンチャント,,"At the beginning of your upkeep, look at the top two cards of your library. Put any number of them into your graveyard and the rest back on top of your library in any order.",,,,,,,,,,,,,,Sultai Ascendancy,スゥルタイの隆盛,"At the beginning of your upkeep, look at the top two cards of your library. Put any number of them into your graveyard and the rest back on top of your library in any order.",あなたのアップキープの開始時に、あなたのライブラリーの一番上から２枚のカードを見る。そのうちの望む枚数をあなたの墓地に置き、残りをあなたのライブラリーの一番上に望む順番で置く。,,,Karl Kopinski,203,,,,,,,,,,KTK,レア,,
Sultai Banner,1,{3},Sultai Banner,,Colorless,,アーティファクト,,"{Tap}: Add {B}, {G}, or {U} to your mana pool.<br/>{B}{G}{U}, {Tap}, Sacrifice Sultai Banner: Draw a card.",,,,,,,,,,,,,,Sultai Banner,スゥルタイの戦旗,"{Tap}: Add {B}, {G}, or {U} to your mana pool.<br/>{B}{G}{U}, {Tap}, Sacrifice Sultai Banner: Draw a card.","{Tap}：あなたのマナ・プールに{B}か{G}か{U}を加える。<br/>{B}{G}{U}, {Tap}, スゥルタイの戦旗を生け贄に捧げる：カードを１枚引く。","<i>Power to dominate, cruelty to rule.</i>",<i>力で支配、残酷で統治。</i>,Daniel Ljunggren,225,,,,,,,,,,KTK,コモン,,
Sultai Charm,1,{B}{G}{U},Sultai Charm,,GUB,,インスタント,,"Choose one ?<br/>? Destroy target monocolored creature.<br/>? Destroy target artifact or enchantment.<br/>? Draw two cards, then discard a card.",,,,,,,,,,,,,,Sultai Charm,スゥルタイの魔除け,"Choose one ?<br/>? Destroy target monocolored creature.<br/>? Destroy target artifact or enchantment.<br/>? Draw two cards, then discard a card.",以下から１つを選ぶ。<br/>・単色のクリーチャー１体を対象とし、それを破壊する。<br/>・アーティファクト１つかエンチャント１つを対象とし、それを破壊する。<br/>・カードを２枚引き、その後カードを１枚捨てる。,"<i>""Strike,"" the fumes hiss. ""Raise an empire with your ambition.""</i>",<i>「襲え。」と煙が囁く。「汝の野望で帝国を建立せよ。」</i>,Mathias Kollros,204,,,,,,,,,,KTK,アンコモン,,
Sultai Flayer,1,{3}{G},Sultai Flayer,,G,,クリーチャー,ナーガ シャーマン,"Whenever a creature you control with toughness 4 or greater dies, you gain 4 life.",3,4,,,,,,,,,,,,Sultai Flayer,スゥルタイの剥ぎ取り,"Whenever a creature you control with toughness 4 or greater dies, you gain 4 life.",あなたがコントロールするタフネスが４以上のクリーチャーが１体死亡するたび、あなたは４点のライフを得る。,"<i>""You can have the body, necromancer. I just want the skin.""</i>",<i>「屍術士よ、遺体の方はくれてやる。私が欲しいのは表皮だけだ。」</i>,Izzy,152,,,,,,,,,,KTK,アンコモン,,
Sultai Scavenger,1,{5}{B},Sultai Scavenger,,B,,クリーチャー,鳥 戦士,Delve <i>(Each card you exile from your graveyard while casting this spell pays for {1}.)</i><br/>Flying,3,3,,,,,,,,,,,,Sultai Scavenger,スゥルタイのゴミあさり,Delve <i>(Each card you exile from your graveyard while casting this spell pays for {1}.)</i><br/>Flying,探査（この呪文を唱える段階であなたがあなたの墓地から追放した各カードは、{1}を支払う。）ｆ<br/>飛行,"<i>Since they guard armies of walking carrion, Sultai aven are never far from a meal.</i>",<i>歩く屍肉の軍隊を護衛しているため、スゥルタイのエイヴンたちは常に食事に困ることはない。</i>,Anthony Palumbo,91,,,,,,,,,,KTK,コモン,,
Sultai Soothsayer,1,{2}{B}{G}{U},Sultai Soothsayer,,GUB,,クリーチャー,ナーガ シャーマン,"When Sultai Soothsayer enters the battlefield, look at the top four cards of your library. Put one of them into your hand and the rest into your graveyard.",2,5,,,,,,,,,,,,Sultai Soothsayer,スゥルタイの占い屋,"When Sultai Soothsayer enters the battlefield, look at the top four cards of your library. Put one of them into your hand and the rest into your graveyard.",スゥルタイの占い屋が戦場に出たとき、あなたのライブラリーの一番上から４枚のカードを見る。そのうち１枚をあなたの手札に加え、残りをあなたの墓地に置く。,<i>The naga of the Sultai Brood made deals with dark forces to keep their power.</i>,<i>スゥルタイ群のナーガはその力を保持するために、闇の勢力と契約した。</i>,Cynthia Sheppard,205,,,,,,,,,,KTK,アンコモン,,
Summit Prowler,1,{2}{R}{R},Summit Prowler,,R,,クリーチャー,イエティ,,4,3,,,,,,,,,,,,Summit Prowler,山頂をうろつくもの,,,"<i>""Do you hunt the yetis of the high peaks, stripling? They are as fierce as the bear that fears no foe and as sly as the mink that creeps unseen. You will be as much prey as they."" <br/></i><br/></i>?Nitula, the Hunt Caller</i>",<i>「青年よ、お前は山の頂点にいるイエティたちを狩ることがあるか？奴らは熊のように獰猛で何者も恐れず、人目につかずに忍び寄るミンクのごとき狡猾だ。気を抜けば、獲物になるのは我々の方となる。」 <br/></i><br/></i>――狩猟の統率者、ニトゥラ</i>,Filip Burburan,121,,,,,,,,,,KTK,コモン,,
Surrak Dragonclaw,1,{2}{G}{U}{R},Surrak Dragonclaw,,URG,伝説の,クリーチャー,人間 戦士,Flash<br/>Surrak Dragonclaw can't be countered.<br/>Creature spells you control can't be countered.<br/>Other creatures you control have trample.,6,6,,,,,,,,,,,,Surrak Dragonclaw,龍爪のスーラク,Flash<br/>Surrak Dragonclaw can't be countered.<br/>Creature spells you control can't be countered.<br/>Other creatures you control have trample.,瞬速<br/>龍爪のスーラクは打ち消されない。<br/>あなたがコントロールするクリーチャー・呪文は打ち消されない。<br/>あなたがコントロールする他のクリーチャーはトランプルを持つ。,<i>Both his rank and his scars were earned in single combat against a cave bear.</i>,<i>彼の地位と傷はいずれも洞窟の熊との１対１の戦いで得たものである。</i>,Jaime Jones,206,,,,,,,,,,KTK,神話レア,,
Suspension Field,1,{1}{W},Suspension Field,,W,,エンチャント,,"When Suspension Field enters the battlefield, you may exile target creature with toughness 3 or greater until Suspension Field leaves the battlefield. <i>(That creature returns under its owner's control.)</i>",,,,,,,,,,,,,,Suspension Field,停止の場,"When Suspension Field enters the battlefield, you may exile target creature with toughness 3 or greater until Suspension Field leaves the battlefield. <i>(That creature returns under its owner's control.)</i>",停止の場が戦場に出たとき、タフネスが３以上のクリーチャー１体を対象とする。停止の場が戦場を離れるまで、あなたはそれを追放してもよい。（そのクリーチャーはオーナーのコントロール下で戦場に戻る。）,,,Seb McKinnon,25,,,,,,,,,,KTK,アンコモン,,
Swarm of Bloodflies,1,{4}{B},Swarm of Bloodflies,,B,,クリーチャー,昆虫,"Flying<br/>Swarm of Bloodflies enters the battlefield with two +1/+1 counters on it.<br/>Whenever another creature dies, put a +1/+1 counter on Swarm of Bloodflies.",0,0,,,,,,,,,,,,Swarm of Bloodflies,血蠅の大群,"Flying<br/>Swarm of Bloodflies enters the battlefield with two +1/+1 counters on it.<br/>Whenever another creature dies, put a +1/+1 counter on Swarm of Bloodflies.",飛行<br/>血蠅の大群は＋１/＋１カウンターが２個置かれた状態で戦場に出る。<br/>他のクリーチャーが１体死亡するたび、血蠅の大群の上に＋１/＋１カウンターを１個置く。,"<i>In the Gudul delta, bloodfly bites are indistinguishable from spear wounds.</i>",<i>グドゥル三角州では、血蠅による咬傷は槍の傷と見分けがつかないほどである。</i>,Marco Nelor,92,,,,,,,,,,KTK,アンコモン,,
Swift Kick,1,{3}{R},Swift Kick,,R,,インスタント,,Target creature you control gets +1/+0 until end of turn. It fights target creature you don't control.,,,,,,,,,,,,,,Swift Kick,素早い蹴り,Target creature you control gets +1/+0 until end of turn. It fights target creature you don't control.,あなたがコントロールするクリーチャー１体と、あなたがコントロールしていないクリーチャー１体を対象とする。ターン終了時まで、その前者は＋１/＋０の修整を受ける。その前者はその後者と格闘を行う。,"<i>Shintan sensed the malice in his opponent, but he did not strike until the orc's muscles tensed in preparation to throw the first punch.</i>",<i>シンタンは対戦相手のオークから発する邪気に気付いていたが、相手が先制のパンチを放つべくその筋肉が張り詰めるまで攻撃をするのは控えた。</i>,Mathias Kollros,122,,,,,,,,,,KTK,コモン,,
Swiftwater Cliffs,1,,Swiftwater Cliffs,,Colorless,,土地,,"Swiftwater Cliffs enters the battlefield tapped.<br/>When Swiftwater Cliffs enters the battlefield, you gain 1 life.<br/>{Tap}: Add {U} or {R} to your mana pool.",,,,,,,,,,,,,,Swiftwater Cliffs,急流の崖,"Swiftwater Cliffs enters the battlefield tapped.<br/>When Swiftwater Cliffs enters the battlefield, you gain 1 life.<br/>{Tap}: Add {U} or {R} to your mana pool.",急流の崖はタップ状態で戦場に出る。<br/>急流の崖が戦場に出たとき、あなたは１点のライフを得る。<br/>{Tap}：あなたのマナ・プールに{U}か{R}を加える。,,,Eytan Zana,243,,,,,,,,,,KTK,コモン,,
Taigam's Scheming,1,{1}{U},Taigam's Scheming,,U,,ソーサリー,,Look at the top five cards of your library. Put any number of them into your graveyard and the rest back on top of your library in any order.,,,,,,,,,,,,,,Taigam's Scheming,テイガムの策謀,Look at the top five cards of your library. Put any number of them into your graveyard and the rest back on top of your library in any order.,あなたのライブラリーの一番上から５枚のカードを見る。そのうちの望む枚数をあなたの墓地に置き、残りをあなたのライブラリーの一番上に望む順番で置く。,"<i>""The Jeskai would have me bow in restraint. So I have found a people unafraid of true power.""</i>",<i>「ジェスカイの奴らは私に抑制を教えるために頭を下げさせた。だから、真の力を恐れない者たちを私は探し当てたのさ。」</i>,Svetlin Velinov,57,,,,,,,,,,KTK,コモン,,
Take Up Arms,1,{4}{W},Take Up Arms,,W,,インスタント,,Put three 1/1 white Warrior creature tokens onto the battlefield.,,,,,,,,,,,,,,Take Up Arms,武器を手に,Put three 1/1 white Warrior creature tokens onto the battlefield.,白の１/１の戦士・クリーチャー・トークンを３体戦場に出す。,"<i>""Many scales make the skin of a dragon."" <br/></i><br/></i>?Abzan wisdom</i>",<i>「無数の鱗が龍の外皮を形成する。」 <br/></i><br/></i>――アブザンの格言</i>,Craig J Spearing,26,,,,,,,,,,KTK,アンコモン,,
Temur Ascendancy,1,{G}{U}{R},Temur Ascendancy,,URG,,エンチャント,,"Creatures you control have haste.<br/>Whenever a creature with power 4 or greater enters the battlefield under your control, you may draw a card.",,,,,,,,,,,,,,Temur Ascendancy,ティムールの隆盛,"Creatures you control have haste.<br/>Whenever a creature with power 4 or greater enters the battlefield under your control, you may draw a card.",あなたがコントロールするクリーチャーは速攻を持つ。<br/>パワーが４以上のクリーチャーが１体あなたのコントロール下で戦場に出るたび、あなたはカードを１枚引いてもよい。,,,Jaime Jones,207,,,,,,,,,,KTK,レア,,
Temur Banner,1,{3},Temur Banner,,Colorless,,アーティファクト,,"{Tap}: Add {G}, {U}, or {R} to your mana pool.<br/>{G}{U}{R}, {Tap}, Sacrifice Temur Banner: Draw a card.",,,,,,,,,,,,,,Temur Banner,ティムールの戦旗,"{Tap}: Add {G}, {U}, or {R} to your mana pool.<br/>{G}{U}{R}, {Tap}, Sacrifice Temur Banner: Draw a card.","{Tap}：あなたのマナ・プールに{G}か{U}か{R}を加える。<br/>{G}{U}{R}, {Tap}, ティムールの戦旗を生け贄に捧げる：カードを１枚引く。","<i>Savagery to survive, courage to triumph.</i>",<i>獰猛で生存、勇気で勝利。</i>,Daniel Ljunggren,226,,,,,,,,,,KTK,コモン,,
Temur Charger,1,{1}{G},Temur Charger,,G,,クリーチャー,馬,"Morph?Reveal a green card in your hand. <i>(You may cast this card face down as a 2/2 creature for {3}. Turn it face up any time for its morph cost.)</i><br/>When Temur Charger is turned face up, target creature gains trample until end of turn.",3,1,,,,,,,,,,,,Temur Charger,ティムールの軍馬,"Morph?Reveal a green card in your hand. <i>(You may cast this card face down as a 2/2 creature for {3}. Turn it face up any time for its morph cost.)</i><br/>When Temur Charger is turned face up, target creature gains trample until end of turn.",変異 ― あなたの手札にある緑のカードを１枚公開する。（あなたはこのカードを、{3}で２/２クリーチャーとして裏向きに唱えてもよい。これの変異コストで、これをいつでも表向きにしてよい。）<br/>ティムールの軍馬が表向きになったとき、クリーチャー１体を対象とする。ターン終了時まで、それはトランプルを得る。,,,Mark Zug,153,,,,,,,,,,KTK,アンコモン,,
Temur Charm,1,{G}{U}{R},Temur Charm,,URG,,インスタント,,Choose one ?<br/>? Target creature you control gets +1/+1 until end of turn. It fights target creature you don't control.<br/>? Counter target spell unless its controller pays {3}.<br/>? Creatures with power 3 or less can't block this turn.,,,,,,,,,,,,,,Temur Charm,ティムールの魔除け,Choose one ?<br/>? Target creature you control gets +1/+1 until end of turn. It fights target creature you don't control.<br/>? Counter target spell unless its controller pays {3}.<br/>? Creatures with power 3 or less can't block this turn.,以下から１つを選ぶ。<br/>・あなたがコントロールするクリーチャー１体と、あなたがコントロールしていないクリーチャー１体を対象とする。ターン終了時まで、その前者は＋１/＋１の修整を受ける。その前者はその後者と格闘を行う。<br/>・呪文１つを対象とする。それのコントローラーが{3}を支払わないかぎり、それを打ち消す。<br/>・このターン、パワーが３以下のクリーチャーではブロックできない。,,,Mathias Kollros,208,,,,,,,,,,KTK,アンコモン,,
Thornwood Falls,1,,Thornwood Falls,,Colorless,,土地,,"Thornwood Falls enters the battlefield tapped.<br/>When Thornwood Falls enters the battlefield, you gain 1 life.<br/>{Tap}: Add {G} or {U} to your mana pool.",,,,,,,,,,,,,,Thornwood Falls,茨森の滝,"Thornwood Falls enters the battlefield tapped.<br/>When Thornwood Falls enters the battlefield, you gain 1 life.<br/>{Tap}: Add {G} or {U} to your mana pool.",茨森の滝はタップ状態で戦場に出る。<br/>茨森の滝が戦場に出たとき、あなたは１点のライフを得る。<br/>{Tap}：あなたのマナ・プールに{G}か{U}を加える。,,,Eytan Zana,244,,,,,,,,,,KTK,コモン,,
Thousand Winds,1,{4}{U}{U},Thousand Winds,,U,,クリーチャー,エレメンタル,"Flying<br/>Morph {5}{U}{U} <i>(You may cast this card face down as a 2/2 creature for {3}. Turn it face up any time for its morph cost.)</i><br/>When Thousand Winds is turned face up, return all other tapped creatures to their owners' hands.",5,6,,,,,,,,,,,,Thousand Winds,千の風,"Flying<br/>Morph {5}{U}{U} <i>(You may cast this card face down as a 2/2 creature for {3}. Turn it face up any time for its morph cost.)</i><br/>When Thousand Winds is turned face up, return all other tapped creatures to their owners' hands.",飛行<br/>変異{5}{U}{U}（あなたはこのカードを、{3}で２/２クリーチャーとして裏向きに唱えてもよい。これの変異コストで、これをいつでも表向きにしてよい。）<br/>千の風が表向きになったとき、他のタップ状態のクリーチャーをすべてオーナーの手札に戻す。,,,Raymond Swanland,58,,,,,,,,,,KTK,レア,,
Throttle,1,{4}{B},Throttle,,B,,インスタント,,Target creature gets -4/-4 until end of turn.,,,,,,,,,,,,,,Throttle,絞首,Target creature gets -4/-4 until end of turn.,クリーチャー１体を対象とする。ターン終了時まで、それは－４/－４の修整を受ける。,"<i>""The best servants are made from those who died without a scratch."" <br/></i><br/></i>?Sidisi, khan of the Sultai</i>",<i>「かすり傷ひとつなく死んだ者が、一番良い召使の素材となる。」 <br/></i><br/></i>――スゥルタイのカン、シディシ</i>,Wayne Reynolds,93,,,,,,,,,,KTK,コモン,,
Timely Hordemate,1,{3}{W},Timely Hordemate,,W,,クリーチャー,人間 戦士,"Raid ? When Timely Hordemate enters the battlefield, if you attacked with a creature this turn, return target creature card with converted mana cost 2 or less from your graveyard to the battlefield.",3,2,,,,,,,,,,,,Timely Hordemate,機を見た軍族朋,"Raid ? When Timely Hordemate enters the battlefield, if you attacked with a creature this turn, return target creature card with converted mana cost 2 or less from your graveyard to the battlefield.",強襲 ― 機を見た軍族朋が戦場に出たとき、このターンにあなたがクリーチャーで攻撃していた場合、あなたの墓地にある点数で見たマナ・コストが２以下のクリーチャー・カード１枚を対象とし、それを戦場に戻す。,,,Steve Prescott,27,,,,,,,,,,KTK,アンコモン,,
Tomb of the Spirit Dragon,1,,Tomb of the Spirit Dragon,,Colorless,,土地,,"{Tap}: Add {1} to your mana pool.<br/>{2}, {Tap}: You gain 1 life for each colorless creature you control.",,,,,,,,,,,,,,Tomb of the Spirit Dragon,精霊龍の墓,"{Tap}: Add {1} to your mana pool.<br/>{2}, {Tap}: You gain 1 life for each colorless creature you control.","{Tap}：あなたのマナ・プールに{1}を加える。<br/>{2}, {Tap}：あなたはあなたがコントロールする無色のクリーチャー１体につき１点のライフを得る。","<i>""The voice calls me here, yet I see only bones. Is this more dragon trickery?"" <br/></i><br/></i>?Sarkhan Vol</i>",<i>「声が私をここまで導いてきたが、ここには骨しかない。これは龍たちによる何かの策略なのか？」 <br/></i><br/></i>――サルカン・ヴォル</i>,Sam Burley,245,,,,,,,,,,KTK,アンコモン,,
Tormenting Voice,1,{1}{R},Tormenting Voice,,R,,ソーサリー,,"As an additional cost to cast Tormenting Voice, discard a card.<br/>Draw two cards.",,,,,,,,,,,,,,Tormenting Voice,苦しめる声,"As an additional cost to cast Tormenting Voice, discard a card.<br/>Draw two cards.",苦しめる声を唱えるための追加コストとして、カードを１枚捨てる。<br/>カードを２枚引く。,"<i>""Unwelcome thoughts crowd my mind. Are they my own madness, or the whispers of another?"" <br/></i><br/></i>?Sarkhan Vol</i>",<i>「不愉快な思考が私の精神を圧迫する。これは私の狂気によるものなのか、それとも誰か別の者の囁きなのか？」 <br/></i><br/></i>――サルカン・ヴォル</i>,Volkan Baga,123,,,,,,,,,,KTK,コモン,,
Trail of Mystery,1,{1}{G},Trail of Mystery,,G,,エンチャント,,"Whenever a face-down creature enters the battlefield under your control, you may search your library for a basic land card, reveal it, put it into your hand, then shuffle your library.<br/>Whenever a permanent you control is turned face up, if it's a creature, it gets +2/+2 until end of turn.",,,,,,,,,,,,,,Trail of Mystery,神秘の痕跡,"Whenever a face-down creature enters the battlefield under your control, you may search your library for a basic land card, reveal it, put it into your hand, then shuffle your library.<br/>Whenever a permanent you control is turned face up, if it's a creature, it gets +2/+2 until end of turn.",裏向きのクリーチャーが１体あなたのコントロール下で戦場に出るたび、あなたはあなたのライブラリーから基本土地・カードを１枚探してもよい。そうしたなら、それを公開してあなたの手札に加え、その後あなたのライブラリーを切り直す。<br/>あなたがコントロールするパーマネントが表向きになるたび、それがクリーチャーである場合、ターン終了時まで、それは＋２/＋２の修整を受ける。,,,Raymond Swanland,154,,,,,,,,,,KTK,レア,,
Tranquil Cove,1,,Tranquil Cove,,Colorless,,土地,,"Tranquil Cove enters the battlefield tapped.<br/>When Tranquil Cove enters the battlefield, you gain 1 life.<br/>{Tap}: Add {W} or {U} to your mana pool.",,,,,,,,,,,,,,Tranquil Cove,平穏な入り江,"Tranquil Cove enters the battlefield tapped.<br/>When Tranquil Cove enters the battlefield, you gain 1 life.<br/>{Tap}: Add {W} or {U} to your mana pool.",平穏な入り江はタップ状態で戦場に出る。<br/>平穏な入り江が戦場に出たとき、あなたは１点のライフを得る。<br/>{Tap}：あなたのマナ・プールに{W}か{U}を加える。,,,John Avon,246,,,,,,,,,,KTK,コモン,,
Trap Essence,1,{G}{U}{R},Trap Essence,,URG,,インスタント,,Counter target creature spell. Put two +1/+1 counters on up to one target creature.,,,,,,,,,,,,,,Trap Essence,本質捕らえ,Counter target creature spell. Put two +1/+1 counters on up to one target creature.,クリーチャー・呪文１つと、クリーチャー最大１体までを対象とする。その前者を打ち消す。その後者の上に＋１/＋１カウンターを２個置く。,"<i>""Meat sustains the body. The spirit requires different sustenance."" <br/></i><br/></i>?Arel the Whisperer</i>",<i>「肉は体を維持します。魂は別の栄養源を必要とします。」 <br/></i><br/></i>――囁く者、アレル</i>,Raymond Swanland,209,,,,,,,,,,KTK,レア,,
Treasure Cruise,1,{7}{U},Treasure Cruise,,U,,ソーサリー,,Delve <i>(Each card you exile from your graveyard while casting this spell pays for {1}.)</i><br/>Draw three cards.,,,,,,,,,,,,,,Treasure Cruise,宝船の巡航,Delve <i>(Each card you exile from your graveyard while casting this spell pays for {1}.)</i><br/>Draw three cards.,探査（この呪文を唱える段階であなたがあなたの墓地から追放した各カードは、{1}を支払う。）ｆ<br/>カードを３枚引く。,<i>Countless delights drift on the surface while dark schemes run below.</i>,<i>無数の歓楽が水面上に浮かぶ間も、暗き陰謀が水面下で展開されている。</i>,Cynthia Sheppard,59,,,,,,,,,,KTK,コモン,,
