カード名(オラクル),セグメント番号,マナ・コスト,名前(オラクル・正面非反転),色指標(正面非反転),色(正面非反転),特殊タイプ・リスト(正面非反転),カード・タイプ・リスト(正面非反転),サブタイプ・リスト(正面非反転),オラクル・テキスト(正面非反転),パワー(正面非反転),タフネス(正面非反転),忠誠度(正面非反転),名前(オラクル・背面/反転),色指標(背面/反転),色(背面/反転),特殊タイプ・リスト(背面/反転),カード・タイプ・リスト(背面/反転),サブタイプ・リスト(背面/反転),オラクル・テキスト(背面/反転),パワー(背面/反転),タフネス(背面/反転),忠誠度(背面/反転),名前(プリント・正面非反転・英),名前(プリント・正面非反転・日),ルール・テキスト(プリント・正面非反転・英),ルール・テキスト(プリント・正面非反転・日),フレイバー・テキスト(正面非反転・英),フレイバー・テキスト(正面非反転・日),アーティスト,コレクター番号,名前(プリント・背面/反転・英),名前(プリント・背面/反転・日),ルール・テキスト(プリント・背面/反転・英),ルール・テキスト(プリント・背面/反転・日),フレイバー・テキスト(背面/反転・英),フレイバー・テキスト(背面/反転・日),アーティスト(背面),コレクター番号(背面),両面/反転,カード・セット・コード,レアリティ,禁止フォーマット・リスト,制限フォーマット・リスト
Reap What Is Sown,1,{1}{G}{W},Reap What Is Sown,,GW,,インスタント,,Put a +1/+1 counter on each of up to three target creatures.,,,,,,,,,,,,,,Reap What Is Sown,蒔かれたものの収穫,Put a +1/+1 counter on each of up to three target creatures.,クリーチャーを最大３体まで対象とし、それらの上にそれぞれ＋１/＋１カウンターを１個置く。,<i>The strength of the people comes from the land. And the bounty of the land comes from Karametra.</i>,<i>人々は、その大地から力を得ている。そして大地の恵みは、ケイラメトラから恵まれしものである。</i>,Cynthia Sheppard,154,,,,,,,,,,BNG,アンコモン,,
Reaper of the Wilds,1,{2}{B}{G},Reaper of the Wilds,,BG,,クリーチャー,ゴルゴン,"Whenever another creature dies, scry 1. <i>(Look at the top card of your library. You may put that card on the bottom of your library.)</i><br/>{B}: Reaper of the Wilds gains deathtouch until end of turn.<br/>{1}{G}: Reaper of the Wilds gains hexproof until end of turn.",4,5,,,,,,,,,,,,Reaper of the Wilds,荒野の収穫者,"Whenever another creature dies, scry 1. <i>(Look at the top card of your library. You may put that card on the bottom of your library.)</i><br/>{B}: Reaper of the Wilds gains deathtouch until end of turn.<br/>{1}{G}: Reaper of the Wilds gains hexproof until end of turn.",他のクリーチャーが１体死亡するたび、占術１を行う。（あなたのライブラリーの一番上のカードを見る。あなたはそのカードをあなたのライブラリーの一番下に置いてもよい。）<br/>{B}：荒野の収穫者はターン終了時まで接死を得る。<br/>{1}{G}：荒野の収穫者はターン終了時まで呪禁を得る。,,,Karl Kopinski,201,,,,,,,,,,THS,レア,,
Reckless Reveler,1,{1}{R},Reckless Reveler,,R,,クリーチャー,サテュロス,"{R}, Sacrifice Reckless Reveler: Destroy target artifact.",2,1,,,,,,,,,,,,Reckless Reveler,無謀な歓楽者,"{R}, Sacrifice Reckless Reveler: Destroy target artifact.","{R}, 無謀な歓楽者を生け贄に捧げる：アーティファクト１つを対象とし、それを破壊する。","<i>""The gods of Theros are born of the expectations and beliefs of mortals. If I have found godhood, what does that say about their true desires?"" <br/></i><br/></i>?Xenagos, god of revels</i>",<i>「テーロスの神々は、いずれも定命の者たちの願望や信仰より生まれ出たのだ。では彼らの真なる願いとは何か？私が神格を得ることができたその意味を良く考えるべきだ。」 <br/></i><br/></i>――歓楽の神、ゼナゴス</i>,Mike Sass,106,,,,,,,,,,BNG,コモン,,
Renowned Weaver,1,{G},Renowned Weaver,,G,,クリーチャー,人間 シャーマン,"{1}{G}, Sacrifice Renowned Weaver: Put a 1/3 green Spider enchantment creature token with reach onto the battlefield. <i>(It can block creatures with flying.)</i>",1,1,,,,,,,,,,,,Renowned Weaver,名高い織り手,"{1}{G}, Sacrifice Renowned Weaver: Put a 1/3 green Spider enchantment creature token with reach onto the battlefield. <i>(It can block creatures with flying.)</i>","{1}{G}, 名高い織り手を生け贄に捧げる：到達を持つ緑の１/３の蜘蛛・クリーチャー・エンチャント・トークンを１体戦場に出す。（これは飛行を持つクリーチャーをブロックできる。）","<i>""You think your weaving as beautiful as mine? Let me show you the true meaning of the craft.""</i>",<i>「あなた、自分の織物が私のと同じくらい美しいって思っているみたいね。なら、本物の職人技というものをお見せしないとね。」</i>,Yohann Schepacz,137,,,,,,,,,,JOU,コモン,,
Reprisal,1,{1}{W},Reprisal,,W,,インスタント,,Destroy target creature with power 4 or greater. It can't be regenerated.,,,,,,,,,,,,,,Reprisal,復仇,Destroy target creature with power 4 or greater. It can't be regenerated.,パワーが４以上のクリーチャー１体を対象とし、それを破壊する。それは再生できない。,"<i>""A tiny flame is enough to dispel the night.""</i><br/></i>?Elspeth</i>",<i>「闇夜を照らすには、小さな炎があれば十分です。」 <br/></i><br/></i>――エルズペス</i>,Raymond Swanland,23,,,,,,,,,,JOU,アンコモン,,
Rescue from the Underworld,1,{4}{B},Rescue from the Underworld,,B,,インスタント,,"As an additional cost to cast Rescue from the Underworld, sacrifice a creature.<br/>Choose target creature card in your graveyard. Return that card and the sacrificed card to the battlefield under your control at the beginning of your next upkeep. Exile Rescue from the Underworld.",,,,,,,,,,,,,,Rescue from the Underworld,死の国からの救出,"As an additional cost to cast Rescue from the Underworld, sacrifice a creature.<br/>Choose target creature card in your graveyard. Return that card and the sacrificed card to the battlefield under your control at the beginning of your next upkeep. Exile Rescue from the Underworld.",死の国からの救出を唱えるための追加コストとして、クリーチャーを１体生け贄に捧げる。<br/>あなたの墓地にあるクリーチャー・カード１枚を対象とする。あなたの次のアップキープの開始時に、そのカードと生け贄に捧げられたカードをあなたのコントロール下で戦場に戻す。死の国からの救出を追放する。,,,Raymond Swanland,102,,,,,,,,,,THS,アンコモン,,
Retraction Helix,1,{U},Retraction Helix,,U,,インスタント,,"Until end of turn, target creature gains ""{Tap}: Return target nonland permanent to its owner's hand.""",,,,,,,,,,,,,,Retraction Helix,撤回のらせん,"Until end of turn, target creature gains ""{Tap}: Return target nonland permanent to its owner's hand.""",クリーチャー１体を対象とする。それはターン終了時まで「{Tap}：土地でないパーマネント１つを対象とし、それをオーナーの手札に戻す。」を得る。,"<i>Where the geometries of the world collapse, a master of the ?ther can harvest power beyond comprehending.</i>",<i>世界の構造が崩壊する所から、霊気の達人は理解を超える力を収穫することができる。</i>,Phill Simmer,49,,,,,,,,,,BNG,コモン,,
Returned Centaur,1,{3}{B},Returned Centaur,,B,,クリーチャー,ゾンビ ケンタウルス,"When Returned Centaur enters the battlefield, target player puts the top four cards of his or her library into his or her graveyard.",2,4,,,,,,,,,,,,Returned Centaur,蘇りしケンタウルス,"When Returned Centaur enters the battlefield, target player puts the top four cards of his or her library into his or her graveyard.",蘇りしケンタウルスが戦場に出たとき、プレイヤー１人を対象とする。そのプレイヤーは、自分のライブラリーの一番上から４枚のカードを自分の墓地に置く。,"<i>Driven away by his living kin, he wanders mourning through the wilderness, seeking the dead city of Asphodel.</i>",<i>生ある仲間たちから追われ、彼は悲しみの中、死者の街アスフォデルを求めて荒野をさまよっていた。</i>,Lucas Graciano,103,,,,,,,,,,THS,コモン,,
Returned Phalanx,1,{1}{B},Returned Phalanx,,B,,クリーチャー,ゾンビ 兵士,Defender<br/>{1}{U}: Returned Phalanx can attack this turn as though it didn't have defender.,3,3,,,,,,,,,,,,Returned Phalanx,蘇りし者の密集軍,Defender<br/>{1}{U}: Returned Phalanx can attack this turn as though it didn't have defender.,防衛<br/>{1}{U}：このターン、蘇りし者の密集軍は防衛を持たないかのように攻撃できる。,"<i>They lived in different nations and fought in different eras, but as the Returned, they link arms as one.</i>",<i>彼らはそれぞれ違う国で生き、違う時代で戦ってきた。しかし今では蘇りし者として、共に肩を並べている。</i>,Seb McKinnon,104,,,,,,,,,,THS,コモン,,
Returned Reveler,1,{1}{B},Returned Reveler,,B,,クリーチャー,ゾンビ サテュロス,"When Returned Reveler dies, each player puts the top three cards of his or her library into his or her graveyard.",1,3,,,,,,,,,,,,Returned Reveler,蘇りし歓楽者,"When Returned Reveler dies, each player puts the top three cards of his or her library into his or her graveyard.",蘇りし歓楽者が死亡したとき、各プレイヤーはそれぞれ自分のライブラリーの一番上から３枚のカードを自分の墓地に置く。,"<i>The flesh is dead and the life forgotten, but old habits persist.</i>",<i>肉体は死に、命は忘れられたが、古い習慣だけは残る。</i>,Allen Williams,79,,,,,,,,,,JOU,コモン,,
Revel of the Fallen God,1,{3}{R}{R}{G}{G},Revel of the Fallen God,,RG,,ソーサリー,,Put four 2/2 red and green Satyr creature tokens with haste onto the battlefield.,,,,,,,,,,,,,,Revel of the Fallen God,倒れし神の宴,Put four 2/2 red and green Satyr creature tokens with haste onto the battlefield.,速攻を持つ赤であり緑である２/２のサテュロス・クリーチャー・トークンを４体戦場に出す。,"<i>""Xenagos has fallen, and the world grows dark without him. What can ever fill that darkness but our rage?""</i><br/></i>?Guruthes, disciple of Xenagos</i>",<i>「ゼナゴス様が倒され、あのお方無き世界は闇に飲まれる。その闇を埋めるのは、我々の怒り以外に何があるだろうか？」 <br/></i><br/></i>――ゼナゴスの信奉者、グルシーズ</i>,Adam Paquette,155,,,,,,,,,,JOU,レア,,
Reverent Hunter,1,{2}{G},Reverent Hunter,,G,,クリーチャー,人間 射手,"When Reverent Hunter enters the battlefield, put a number of +1/+1 counters on it equal to your devotion to green. <i>(Each {G} in the mana costs of permanents you control counts toward your devotion to green.)</i>",1,1,,,,,,,,,,,,Reverent Hunter,恭しき狩人,"When Reverent Hunter enters the battlefield, put a number of +1/+1 counters on it equal to your devotion to green. <i>(Each {G} in the mana costs of permanents you control counts toward your devotion to green.)</i>",恭しき狩人が戦場に出たとき、この上にあなたの緑への信心に等しい数の＋１/＋１カウンターを置く。（あなたの緑への信心は、あなたがコントロールするパーマネントのマナ・コストに含まれる{G}の総数に等しい。）,,,Wesley Burt,173,,,,,,,,,,THS,レア,,
Reviving Melody,1,{2}{G},Reviving Melody,,G,,ソーサリー,,Choose one or both ? Return target creature card from your graveyard to your hand; and/or return target enchantment card from your graveyard to your hand.,,,,,,,,,,,,,,Reviving Melody,蘇生の旋律,Choose one or both ? Return target creature card from your graveyard to your hand; and/or return target enchantment card from your graveyard to your hand.,以下の２つから１つまたは２つを選ぶ。「あなたの墓地にあるクリーチャー・カード１枚を対象とし、それをあなたの手札に戻す。」「あなたの墓地にあるエンチャント・カード１枚を対象とし、それをあなたの手札に戻す。」,"<i>""Listen to my song, and you need never forge a golden mask to return to me.""</i>",<i>「私の歌を聞けば、私の元に戻るために黄金の仮面を作りだす必要はなくなるわ。」</i>,Cynthia Sheppard,138,,,,,,,,,,JOU,アンコモン,,
Revoke Existence,1,{1}{W},Revoke Existence,,W,,ソーサリー,,Exile target artifact or enchantment.,,,,,,,,,,,,,,Revoke Existence,存在の破棄,Exile target artifact or enchantment.,アーティファクト１つかエンチャント１つを対象とし、それを追放する。,"<i>""There will come a time when the gods will look at mortals and shudder."" <br/></i><br/></i>?Uremides the philosopher</i>",<i>「いつの日か、神々が定命の者を見て恐れおののく時が来るようになるであろう。」 <br/></i><br/></i>――哲人ユレミデス</i>,Adam Paquette,25,,,,,,,,,,BNG,コモン,,
Riddle of Lightning,1,{3}{R}{R},Riddle of Lightning,,R,,インスタント,,"Choose target creature or player. Scry 3, then reveal the top card of your library. Riddle of Lightning deals damage equal to that card's converted mana cost to that creature or player. <i>(To scry 3, look at the top three cards of your library, then put any number of them on the bottom of your library and the rest on top in any order.)</i>",,,,,,,,,,,,,,Riddle of Lightning,稲妻の謎,"Choose target creature or player. Scry 3, then reveal the top card of your library. Riddle of Lightning deals damage equal to that card's converted mana cost to that creature or player. <i>(To scry 3, look at the top three cards of your library, then put any number of them on the bottom of your library and the rest on top in any order.)</i>",クリーチャー１体かプレイヤー１人を対象とする。占術３を行い、その後あなたのライブラリーの一番上のカードを公開する。稲妻の謎はそのクリーチャーかプレイヤーに、そのカードの点数で見たマナ・コストに等しい点数のダメージを与える。（占術３を行うには、あなたのライブラリーの一番上から３枚のカードを見て、そのうちの望む枚数のカードを望む順番であなたのライブラリーの一番下に置き、残りを望む順番で一番上に置く。）,,,Daarken,107,,,,,,,,,,JOU,アンコモン,,
Riptide Chimera,1,{2}{U},Riptide Chimera,,U,,エンチャント クリーチャー,キマイラ,"Flying<br/>At the beginning of your upkeep, return an enchantment you control to its owner's hand.",3,4,,,,,,,,,,,,Riptide Chimera,激浪のキマイラ,"Flying<br/>At the beginning of your upkeep, return an enchantment you control to its owner's hand.",飛行<br/>あなたのアップキープの開始時に、あなたがコントロールするエンチャント１つをオーナーの手札に戻す。,"<i>""I want one.""</i><br/></i>?Kiora</i>",<i>「私も１匹欲しいわ。」 <br/></i><br/></i>――キオーラ</i>,Ryan Barger,48,,,,,,,,,,JOU,アンコモン,,
Rise of Eagles,1,{4}{U}{U},Rise of Eagles,,U,,ソーサリー,,Put two 2/2 blue Bird enchantment creature tokens with flying onto the battlefield. Scry 1. <i>(Look at the top card of your library. You may put that card on the bottom of your library.)</i>,,,,,,,,,,,,,,Rise of Eagles,鷲の飛翔,Put two 2/2 blue Bird enchantment creature tokens with flying onto the battlefield. Scry 1. <i>(Look at the top card of your library. You may put that card on the bottom of your library.)</i>,飛行を持つ青の２/２の鳥・クリーチャー・エンチャント・トークンを２体戦場に出す。占術１を行う。（あなたのライブラリーの一番上のカードを見る。あなたはそのカードをあなたのライブラリーの一番下に置いてもよい。）,<i>An offering to the sea brings an insight from the stars.</i>,<i>海への捧げものが、星々からの見識をもたらす。</i>,Noah Bradley,49,,,,,,,,,,JOU,コモン,,
Rise to the Challenge,1,{1}{R},Rise to the Challenge,,R,,インスタント,,Target creature gets +2/+0 and gains first strike until end of turn.,,,,,,,,,,,,,,Rise to the Challenge,難題への挑戦,Target creature gets +2/+0 and gains first strike until end of turn.,クリーチャー１体を対象とする。それはターン終了時まで＋２/＋０の修整を受けるとともに先制攻撃を得る。,<i>Plidius wagered that Arissa couldn't kill a chimera with her javelins alone. She proved him wrong in a way everyone could see for days to come.</i>,<i>プリディウスはアリッサに対し、彼女の持つジャベリンだけでキマイラを倒すことはできないという賭けを挑んだ。アリッサはすべての者がその眼でいつでも確認できる方法で、彼が間違っていると証明した。</i>,Anthony Palumbo,107,,,,,,,,,,BNG,コモン,,
Ritual of the Returned,1,{3}{B},Ritual of the Returned,,B,,インスタント,,Exile target creature card from your graveyard. Put a black Zombie creature token onto the battlefield. Its power is equal to that card's power and its toughness is equal to that card's toughness.,,,,,,,,,,,,,,Ritual of the Returned,蘇りし者の儀式,Exile target creature card from your graveyard. Put a black Zombie creature token onto the battlefield. Its power is equal to that card's power and its toughness is equal to that card's toughness.,あなたの墓地にあるクリーチャー・カード１枚を対象とし、それを追放する。黒のゾンビ・クリーチャー・トークンを１体戦場に出す。それのパワーはそのカードのパワーに等しく、それのタフネスはそのカードのタフネスに等しい。,<i>A mask forged to avenge a death forgotten.</i>,<i>忘れられた死に報復するために作られた、黄金の仮面。</i>,Zack Stella,80,,,,,,,,,,JOU,アンコモン,,
Rollick of Abandon,1,{3}{R}{R},Rollick of Abandon,,R,,ソーサリー,,All creatures get +2/-2 until end of turn.,,,,,,,,,,,,,,Rollick of Abandon,奔放なる遊戯,All creatures get +2/-2 until end of turn.,すべてのクリーチャーは、ターン終了時まで＋２/-２の修整を受ける。,"<i>""Embrace every moment, for it could be your last.""</i><br/></i>?Xenagos, god of revels</i>",<i>「すべての瞬間を楽しめ。それが最後になるとも限らぬからな。」 <br/></i><br/></i>――歓楽の神、ゼナゴス</i>,Mathias Kollros,108,,,,,,,,,,JOU,アンコモン,,
Rotted Hulk,1,{3}{B},Rotted Hulk,,B,,クリーチャー,エレメンタル,,2,5,,,,,,,,,,,,Rotted Hulk,腐敗した大男,,,"<i>The hulk rose from the sea and loomed over the Champion. Pinned beneath the twisting, rotted planks of wood was the body of Kaliaros, the helmsman of her former crew, and beside him the captain, Photine.</i><br/></i>?The Theriad</i>",<i>大男は海から姿を現し、女勇者の前に立ちふさがった。ねじくれ、腐った木の板の間に挟まっていたのは、彼女のかつての乗組員であり操舵手であったカリアロスと、船長のフォティネらの遺体であった。 <br/></i><br/></i>――「テーリアス」</i>,Raymond Swanland,81,,,,,,,,,,JOU,コモン,,
Rouse the Mob,1,{R},Rouse the Mob,,R,,インスタント,,Strive ? Rouse the Mob costs {2}{R} more to cast for each target beyond the first.<br/>Any number of target creatures each get +2/+0 and gain trample until end of turn.,,,,,,,,,,,,,,Rouse the Mob,群衆の決起,Strive ? Rouse the Mob costs {2}{R} more to cast for each target beyond the first.<br/>Any number of target creatures each get +2/+0 and gain trample until end of turn.,奮励 ― 群衆の決起を唱えるためのコストは、２つ目以降の対象１つにつき{2}{R}多くなる。<br/>望む数のクリーチャーを対象とする。それらはそれぞれターン終了時まで＋２/＋０の修整を受けるとともにトランプルを得る。,,,John Stanko,109,,,,,,,,,,JOU,コモン,,
Sage of Hours,1,{1}{U},Sage of Hours,,U,,クリーチャー,人間 ウィザード,"Heroic ? Whenever you cast a spell that targets Sage of Hours, put a +1/+1 counter on it.<br/>Remove all +1/+1 counters from Sage of Hours: For each five counters removed this way, take an extra turn after this one.",1,1,,,,,,,,,,,,Sage of Hours,時の賢者,"Heroic ? Whenever you cast a spell that targets Sage of Hours, put a +1/+1 counter on it.<br/>Remove all +1/+1 counters from Sage of Hours: For each five counters removed this way, take an extra turn after this one.",英雄的 ― あなたが時の賢者を対象とする呪文を１つ唱えるたび、時の賢者の上に＋１/＋１カウンターを１個置く。<br/>時の賢者の上からすべての＋１/＋１カウンターを取り除く：これにより取り除かれたカウンター５個につき、このターンの直後に追加の１ターンを得る。,,,Matt Stewart,50,,,,,,,,,,JOU,神話レア,,
Sanguimancy,1,{4}{B},Sanguimancy,,B,,ソーサリー,,"You draw X cards and you lose X life, where X is your devotion to black. <i>(Each {B} in the mana costs of permanents you control counts toward your devotion to black.)</i>",,,,,,,,,,,,,,Sanguimancy,血占術,"You draw X cards and you lose X life, where X is your devotion to black. <i>(Each {B} in the mana costs of permanents you control counts toward your devotion to black.)</i>",あなたはカードをＸ枚引き、Ｘ点のライフを失う。Ｘはあなたの黒への信心に等しい。（あなたの黒への信心は、あなたがコントロールするパーマネントのマナ・コストに含まれる{B}の総数に等しい。）,,,Dave Kendall,81,,,,,,,,,,BNG,アンコモン,,
Satyr Firedancer,1,{1}{R},Satyr Firedancer,,R,,エンチャント クリーチャー,サテュロス,"Whenever an instant or sorcery spell you control deals damage to an opponent, Satyr Firedancer deals that much damage to target creature that player controls.",1,1,,,,,,,,,,,,Satyr Firedancer,サテュロスの火踊り,"Whenever an instant or sorcery spell you control deals damage to an opponent, Satyr Firedancer deals that much damage to target creature that player controls.",あなたがコントロールするインスタント呪文１つかソーサリー呪文１つが対戦相手１人にダメージを与えるたび、そのプレイヤーがコントロールするクリーチャー１体を対象とする。サテュロスの火踊りはそれに、その点数に等しい点数のダメージを与える。,"<i>His heart, the coal; his eye, the spark; his hand, the whirling flame.</i>",<i>その者の心臓には石炭、その眼には火花、そしてその手には回転する炎を持つ。</i>,Chris Rahn,108,,,,,,,,,,BNG,レア,,
Satyr Grovedancer,1,{1}{G},Satyr Grovedancer,,G,,クリーチャー,サテュロス シャーマン,"When Satyr Grovedancer enters the battlefield, put a +1/+1 counter on target creature.",1,1,,,,,,,,,,,,Satyr Grovedancer,サテュロスの木立ち踊り,"When Satyr Grovedancer enters the battlefield, put a +1/+1 counter on target creature.",サテュロスの木立ち踊りが戦場に出たとき、クリーチャー１体を対象とし、それの上に＋１/＋１カウンターを１個置く。,"<i>""Some of my kin dance for themselves, without greater purpose. Nylea gives me purpose, and with it strength.""</i>",<i>「私の同族のなかには、大いなる目的も無く、自分たちのために踊るものもいるわ。ナイレア様が私に目的を与え、そして力も与えてくださるの。」</i>,Jason A. Engle,139,,,,,,,,,,JOU,コモン,,
Satyr Hedonist,1,{1}{G},Satyr Hedonist,,G,,クリーチャー,サテュロス,"{R}, Sacrifice Satyr Hedonist: Add {R}{R}{R} to your mana pool.",2,1,,,,,,,,,,,,Satyr Hedonist,サテュロスの享楽者,"{R}, Sacrifice Satyr Hedonist: Add {R}{R}{R} to your mana pool.","{R}, サテュロスの享楽者を生け贄に捧げる：あなたのマナ・プールに{R}{R}{R}を加える。","<i>""Any festival you can walk away from wasn't worth attending in the first place.""</i>",<i>「立ち去ることができる祭りなんて、そもそも参加するような価値はないのさ。」</i>,Chase Stone,174,,,,,,,,,,THS,コモン,,
Satyr Hoplite,1,{R},Satyr Hoplite,,R,,クリーチャー,サテュロス 兵士,"Heroic ? Whenever you cast a spell that targets Satyr Hoplite, put a +1/+1 counter on Satyr Hoplite.",1,1,,,,,,,,,,,,Satyr Hoplite,サテュロスの重装歩兵,"Heroic ? Whenever you cast a spell that targets Satyr Hoplite, put a +1/+1 counter on Satyr Hoplite.",英雄的 ― あなたがサテュロスの重装歩兵を対象とする呪文を１つ唱えるたび、サテュロスの重装歩兵の上に＋１/＋１カウンターを１個置く。,"<i>""Xenagos has become what he once despised: a tyrant and an oppressor.""</i>",<i>「ゼナゴスはかつての彼が嫌っていた、暴君、圧政者に成り果ててしまいました。」</i>,Mark Zug,110,,,,,,,,,,JOU,コモン,,
Satyr Nyx-Smith,1,{2}{R},Satyr Nyx-Smith,,R,,クリーチャー,サテュロス シャーマン,"Haste<br/>Inspired ? Whenever Satyr Nyx-Smith becomes untapped, you may pay {2}{R}. If you do, put a 3/1 red Elemental enchantment creature token with haste onto the battlefield.",2,1,,,,,,,,,,,,Satyr Nyx-Smith,サテュロスのニクス鍛冶,"Haste<br/>Inspired ? Whenever Satyr Nyx-Smith becomes untapped, you may pay {2}{R}. If you do, put a 3/1 red Elemental enchantment creature token with haste onto the battlefield.",速攻<br/>神啓 ― サテュロスのニクス鍛冶がアンタップ状態になるたび、あなたは{2}{R}を支払ってもよい。そうしたなら、速攻を持つ赤の３/１のエレメンタル・クリーチャー・エンチャント・トークンを１体戦場に出す。,,,Greg Staples,109,,,,,,,,,,BNG,アンコモン,,
Satyr Piper,1,{2}{G},Satyr Piper,,G,,クリーチャー,サテュロス ならず者,{3}{G}: Target creature must be blocked this turn if able.,2,1,,,,,,,,,,,,Satyr Piper,サテュロスの笛吹き,{3}{G}: Target creature must be blocked this turn if able.,{3}{G}：クリーチャー１体を対象とする。このターン、それは可能ならブロックされなければならない。,"<i>""When I asked my commander the reward for killing that prancing nuisance, he told me, ‘None! I want to kill him myself!'"" <br/></i><br/></i>?Phrogas, soldier of Akros</i>",<i>「あの跳ね回る厄介者を殺した時の褒賞は何か？と指揮官に問うた時、彼はこう答えた『そんな物はない！俺自身の手で殺したいからだ！』」 <br/></i><br/></i>――アクロスの兵士、フロガス</i>,Christopher Moeller,175,,,,,,,,,,THS,アンコモン,,
Satyr Rambler,1,{1}{R},Satyr Rambler,,R,,クリーチャー,サテュロス,Trample,2,1,,,,,,,,,,,,Satyr Rambler,サテュロスの散策者,Trample,トランプル,"<i>A satyr is bound by nothing?not home, not family, not loyalty.</i>",<i>サテュロスは如何なるものにも束縛されない――家にも、家族にも、忠誠にもである。</i>,John Stanko,139,,,,,,,,,,THS,コモン,,
Satyr Wayfinder,1,{1}{G},Satyr Wayfinder,,G,,クリーチャー,サテュロス,"When Satyr Wayfinder enters the battlefield, reveal the top four cards of your library. You may put a land card from among them into your hand. Put the rest into your graveyard.",1,1,,,,,,,,,,,,Satyr Wayfinder,サテュロスの道探し,"When Satyr Wayfinder enters the battlefield, reveal the top four cards of your library. You may put a land card from among them into your hand. Put the rest into your graveyard.",サテュロスの道探しが戦場に出たとき、あなたのライブラリーの一番上から４枚のカードを公開する。あなたは、それらの中から土地カードを１枚あなたの手札に加えてもよい。残りをあなたの墓地に置く。,<i>The first satyr to wake after a revel must search for the site of the next one.</i>,<i>お祭りの後に目覚めた最初のサテュロスは、次のお祭りの現場を探さなければならない。</i>,Steve Prescott,136,,,,,,,,,,BNG,コモン,,
Savage Surge,1,{1}{G},Savage Surge,,G,,インスタント,,Target creature gets +2/+2 until end of turn. Untap that creature.,,,,,,,,,,,,,,Savage Surge,蛮族の血気,Target creature gets +2/+2 until end of turn. Untap that creature.,クリーチャー１体を対象とする。それはターン終了時まで＋２/＋２の修整を受ける。そのクリーチャーをアンタップする。,"<i>""I thought its back was turned!"" <br/></i><br/></i>""A centaur has two backs!""</i>",<i>「背後を取ったと思ったのに！」 <br/></i><br/></i>「ケンタウルスには背中が２つあるのさ！」</i>,Jasper Sandner,176,,,,,,,,,,THS,コモン,,
Scholar of Athreos,1,{2}{W},Scholar of Athreos,,W,,クリーチャー,人間 クレリック,{2}{B}: Each opponent loses 1 life. You gain life equal to the life lost this way.,1,4,,,,,,,,,,,,Scholar of Athreos,エイスリオスの学者,{2}{B}: Each opponent loses 1 life. You gain life equal to the life lost this way.,{2}{B}：各対戦相手はそれぞれ１点のライフを失う。あなたはこれにより失われたライフに等しい点数のライフを得る。,"<i>She asks pointed questions of the dead who wait for Athreos, learning of life from those who are about to leave it.</i>",<i>彼女はエイスリオスを待つ死者たちに鋭い質問をし、生から離れる者たちから人生について学んでいた。</i>,Cynthia Sheppard,28,,,,,,,,,,THS,コモン,,
Scourge of Fleets,1,{5}{U}{U},Scourge of Fleets,,U,,クリーチャー,クラーケン,"When Scourge of Fleets enters the battlefield, return each creature your opponents control with toughness X or less to its owner's hand, where X is the number of Islands you control.",6,6,,,,,,,,,,,,Scourge of Fleets,船団の災い魔,"When Scourge of Fleets enters the battlefield, return each creature your opponents control with toughness X or less to its owner's hand, where X is the number of Islands you control.",船団の災い魔が戦場に出たとき、あなたの対戦相手がコントロールするタフネスがＸ以下の各クリーチャーをそれぞれオーナーの手札に戻す。Ｘはあなたがコントロールする島の総数に等しい。,,,Steven Belledin,51,,,,,,,,,,JOU,レア,,
Scourge of Skola Vale,1,{2}{G},Scourge of Skola Vale,,G,,クリーチャー,ハイドラ,"Trample<br/>Scourge of Skola Vale enters the battlefield with two +1/+1 counters on it.<br/>{Tap}, Sacrifice another creature: Put a number of +1/+1 counters on Scourge of Skola Vale equal to the sacrificed creature's toughness.",0,0,,,,,,,,,,,,Scourge of Skola Vale,スコラ谷の災い,"Trample<br/>Scourge of Skola Vale enters the battlefield with two +1/+1 counters on it.<br/>{Tap}, Sacrifice another creature: Put a number of +1/+1 counters on Scourge of Skola Vale equal to the sacrificed creature's toughness.","トランプル<br/>スコラ谷の災いは＋１/＋１カウンターが２個置かれた状態で戦場に出る。<br/>{Tap}, 他のクリーチャーを１体生け贄に捧げる：スコラ谷の災いの上に、その生け贄に捧げられたクリーチャーのタフネスに等しい数の＋１/＋１カウンターを置く。",,,Dave Kendall,137,,,,,,,,,,BNG,レア,,
Scourgemark,1,{1}{B},Scourgemark,,B,,エンチャント,オーラ,"Enchant creature<br/>When Scourgemark enters the battlefield, draw a card.<br/>Enchanted creature gets +1/+0.",,,,,,,,,,,,,,Scourgemark,災いの印,"Enchant creature<br/>When Scourgemark enters the battlefield, draw a card.<br/>Enchanted creature gets +1/+0.",エンチャント（クリーチャー）<br/>災いの印が戦場に出たとき、カードを１枚引く。<br/>エンチャントされているクリーチャーは＋１/＋０の修整を受ける。,"<i>To members of the cult of Erebos, gold-infused tattoos symbolize the inevitable grasp of the god of death.</i>",<i>エレボスを信奉する者たちにとって、金地の入れ墨は逃れ得ぬ死の神の掌を象徴する。</i>,Franz Vohwinkel,105,,,,,,,,,,THS,コモン,,
