カード名(オラクル),セグメント番号,マナ・コスト,名前(オラクル・正面非反転),色指標(正面非反転),色(正面非反転),特殊タイプ・リスト(正面非反転),カード・タイプ・リスト(正面非反転),サブタイプ・リスト(正面非反転),オラクル・テキスト(正面非反転),パワー(正面非反転),タフネス(正面非反転),忠誠度(正面非反転),名前(オラクル・背面/反転),色指標(背面/反転),色(背面/反転),特殊タイプ・リスト(背面/反転),カード・タイプ・リスト(背面/反転),サブタイプ・リスト(背面/反転),オラクル・テキスト(背面/反転),パワー(背面/反転),タフネス(背面/反転),忠誠度(背面/反転),名前(プリント・正面非反転・英),名前(プリント・正面非反転・日),ルール・テキスト(プリント・正面非反転・英),ルール・テキスト(プリント・正面非反転・日),フレイバー・テキスト(正面非反転・英),フレイバー・テキスト(正面非反転・日),アーティスト,コレクター番号,名前(プリント・背面/反転・英),名前(プリント・背面/反転・日),ルール・テキスト(プリント・背面/反転・英),ルール・テキスト(プリント・背面/反転・日),フレイバー・テキスト(背面/反転・英),フレイバー・テキスト(背面/反転・日),アーティスト(背面),コレクター番号(背面),両面/反転,カード・セット・コード,レアリティ,禁止フォーマット・リスト,制限フォーマット・リスト
Swamp,1,,Swamp,,Colorless,基本,土地,沼,B,,,,,,,,,,,,,,Swamp,沼,B,B,,,Alex Horley-Orlandelli,240,,,,,,,,,,M11,基本土地,,
Swamp,1,,Swamp,,Colorless,基本,土地,沼,B,,,,,,,,,,,,,,Swamp,沼,B,B,,,Jim Pavelec,241,,,,,,,,,,M11,基本土地,,
Swamp,1,,Swamp,,Colorless,基本,土地,沼,B,,,,,,,,,,,,,,Swamp,沼,B,B,,,Lars Grant-West,239,,,,,,,,,,SOM,基本土地,,
Swamp,1,,Swamp,,Colorless,基本,土地,沼,B,,,,,,,,,,,,,,Swamp,沼,B,B,,,Lars Grant-West,241,,,,,,,,,,SOM,基本土地,,
Swamp,1,,Swamp,,Colorless,基本,土地,沼,B,,,,,,,,,,,,,,Swamp,沼,B,B,,,Lars Grant-West,240,,,,,,,,,,SOM,基本土地,,
Swamp,1,,Swamp,,Colorless,基本,土地,沼,B,,,,,,,,,,,,,,Swamp,沼,B,B,,,Lars Grant-West,238,,,,,,,,,,SOM,基本土地,,
Swamp,1,,Swamp,,Colorless,基本,土地,沼,B,,,,,,,,,,,,,,Swamp,沼,B,B,,,Lars Grant-West,150,,,,,,,,,,MBS,基本土地,,
Swamp,1,,Swamp,,Colorless,基本,土地,沼,B,,,,,,,,,,,,,,Swamp,沼,B,B,,,Lars Grant-West,151,,,,,,,,,,MBS,基本土地,,
Swamp,1,,Swamp,,Colorless,基本,土地,沼,B,,,,,,,,,,,,,,Swamp,,B,,,,Susan Van Camp,142,,,,,,,,,,ARC,基本土地,,
Swamp,1,,Swamp,,Colorless,基本,土地,沼,B,,,,,,,,,,,,,,Swamp,,B,,,,Susan Van Camp,143,,,,,,,,,,ARC,基本土地,,
Swamp,1,,Swamp,,Colorless,基本,土地,沼,B,,,,,,,,,,,,,,Swamp,,B,,,,Susan Van Camp,144,,,,,,,,,,ARC,基本土地,,
Swamp,1,,Swamp,,Colorless,基本,土地,沼,B,,,,,,,,,,,,,,Swamp,沼,B,B,,,Lars Grant-West,170,,,,,,,,,,NPH,基本土地,,
Swamp,1,,Swamp,,Colorless,基本,土地,沼,B,,,,,,,,,,,,,,Swamp,沼,B,B,,,Lars Grant-West,171,,,,,,,,,,NPH,基本土地,,
Swamp,1,,Swamp,,Colorless,基本,土地,沼,B,,,,,,,,,,,,,,Swamp,沼,B,B,,,Jung Park,240,,,,,,,,,,M12,基本土地,,
Swamp,1,,Swamp,,Colorless,基本,土地,沼,B,,,,,,,,,,,,,,Swamp,沼,B,B,,,Alan Pollack,241,,,,,,,,,,M12,基本土地,,
Swamp,1,,Swamp,,Colorless,基本,土地,沼,B,,,,,,,,,,,,,,Swamp,沼,B,B,,,Chippy,239,,,,,,,,,,M12,基本土地,,
Swamp,1,,Swamp,,Colorless,基本,土地,沼,B,,,,,,,,,,,,,,Swamp,沼,B,B,,,Cliff Childs,238,,,,,,,,,,M12,基本土地,,
Swamp,1,,Swamp,,Colorless,基本,土地,沼,B,,,,,,,,,,,,,,Swamp,沼,B,B,,,Adam Paquette,257,,,,,,,,,,ISD,基本土地,,
Swamp,1,,Swamp,,Colorless,基本,土地,沼,B,,,,,,,,,,,,,,Swamp,沼,B,B,,,James Paick,256,,,,,,,,,,ISD,基本土地,,
Swamp,1,,Swamp,,Colorless,基本,土地,沼,B,,,,,,,,,,,,,,Swamp,沼,B,B,,,Jung Park,258,,,,,,,,,,ISD,基本土地,,
Swamp,1,,Swamp,,Colorless,基本,土地,沼,B,,,,,,,,,,,,,,Swamp,沼,B,B,,,Jung Park,241,,,,,,,,,,M13,基本土地,,
Swamp,1,,Swamp,,Colorless,基本,土地,沼,B,,,,,,,,,,,,,,Swamp,沼,B,B,,,Cliff Childs,240,,,,,,,,,,M13,基本土地,,
Swamp,1,,Swamp,,Colorless,基本,土地,沼,B,,,,,,,,,,,,,,Swamp,沼,B,B,,,Mike Bierek,238,,,,,,,,,,M13,基本土地,,
Swamp,1,,Swamp,,Colorless,基本,土地,沼,B,,,,,,,,,,,,,,Swamp,沼,B,B,,,Mike Bierek,239,,,,,,,,,,M13,基本土地,,
Swamp,1,,Swamp,,Colorless,基本,土地,沼,B,,,,,,,,,,,,,,Swamp,沼,B,B,,,Dan Frazier,307,,,,,,,,,,CMD,基本土地,,
Swamp,1,,Swamp,,Colorless,基本,土地,沼,B,,,,,,,,,,,,,,Swamp,沼,B,B,,,Richard Wright,310,,,,,,,,,,CMD,基本土地,,
Swamp,1,,Swamp,,Colorless,基本,土地,沼,B,,,,,,,,,,,,,,Swamp,沼,B,B,,,Jim Pavelec,309,,,,,,,,,,CMD,基本土地,,
Swamp,1,,Swamp,,Colorless,基本,土地,沼,B,,,,,,,,,,,,,,Swamp,沼,B,B,,,Jung Park,308,,,,,,,,,,CMD,基本土地,,
Swamp,1,,Swamp,,Colorless,基本,土地,沼,B,,,,,,,,,,,,,,Swamp,,B,,,,Mark Tedin,78,,,,,,,,,,DDH,基本土地,,
Swamp,1,,Swamp,,Colorless,基本,土地,沼,B,,,,,,,,,,,,,,Swamp,,B,,,,Mark Tedin,77,,,,,,,,,,DDH,基本土地,,
Swamp,1,,Swamp,,Colorless,基本,土地,沼,B,,,,,,,,,,,,,,Swamp,沼,B,B,,,Adam Paquette,237,,,,,,,,,,AVR,基本土地,,
Swamp,1,,Swamp,,Colorless,基本,土地,沼,B,,,,,,,,,,,,,,Swamp,沼,B,B,,,James Paick,236,,,,,,,,,,AVR,基本土地,,
Swamp,1,,Swamp,,Colorless,基本,土地,沼,B,,,,,,,,,,,,,,Swamp,沼,B,B,,,Jung Park,238,,,,,,,,,,AVR,基本土地,,
Swamp,1,,Swamp,,Colorless,基本,土地,沼,B,,,,,,,,,,,,,,Swamp,,B,,,,James Paick,28,,,,,,,,,,PD3,基本土地,,
Swamp,1,,Swamp,,Colorless,基本,土地,沼,B,,,,,,,,,,,,,,Swamp,,B,,,,Jung Park,29,,,,,,,,,,PD3,基本土地,,
Swamp,1,,Swamp,,Colorless,基本,土地,沼,B,,,,,,,,,,,,,,Swamp,,B,,,,Aleksi Briclot,27,,,,,,,,,,PD3,基本土地,,
Swamp,1,,Swamp,,Colorless,基本,土地,沼,B,,,,,,,,,,,,,,Swamp,,B,,,,Alan Pollack,30,,,,,,,,,,PD3,基本土地,,
Swamp,1,,Swamp,,Colorless,基本,土地,沼,B,,,,,,,,,,,,,,Swamp,沼,B,B,,,Jim Nelson,144,,,,,,,,,,PC2,基本土地,,
Swamp,1,,Swamp,,Colorless,基本,土地,沼,B,,,,,,,,,,,,,,Swamp,沼,B,B,,,Jim Nelson,145,,,,,,,,,,PC2,基本土地,,
Swamp,1,,Swamp,,Colorless,基本,土地,沼,B,,,,,,,,,,,,,,Swamp,沼,B,B,,,Jim Nelson,146,,,,,,,,,,PC2,基本土地,,
Swamp,1,,Swamp,,Colorless,基本,土地,沼,B,,,,,,,,,,,,,,Swamp,沼,B,B,,,Jim Nelson,143,,,,,,,,,,PC2,基本土地,,
Swamp,1,,Swamp,,Colorless,基本,土地,沼,B,,,,,,,,,,,,,,Swamp,沼,B,B,,,John Avon,142,,,,,,,,,,PC2,基本土地,,
Swamp,1,,Swamp,,Colorless,基本,土地,沼,B,,,,,,,,,,,,,,Swamp,沼,B,B,,,John Avon,260,,,,,,,,,,RTR,基本土地,,
Swamp,1,,Swamp,,Colorless,基本,土地,沼,B,,,,,,,,,,,,,,Swamp,沼,B,B,,,Adam Paquette,262,,,,,,,,,,RTR,基本土地,,
Swamp,1,,Swamp,,Colorless,基本,土地,沼,B,,,,,,,,,,,,,,Swamp,沼,B,B,,,Richard Wright,263,,,,,,,,,,RTR,基本土地,,
Swamp,1,,Swamp,,Colorless,基本,土地,沼,B,,,,,,,,,,,,,,Swamp,沼,B,B,,,Yeong-Hao Han,261,,,,,,,,,,RTR,基本土地,,
Swamp,1,,Swamp,,Colorless,基本,土地,沼,B,,,,,,,,,,,,,,Swamp,沼,B,B,,,Anthony S. Waters,85,,,,,,,,,,DDJ,基本土地,,
Swamp,1,,Swamp,,Colorless,基本,土地,沼,B,,,,,,,,,,,,,,Swamp,沼,B,B,,,Christopher Moeller,84,,,,,,,,,,DDJ,基本土地,,
Swamp,1,,Swamp,,Colorless,基本,土地,沼,B,,,,,,,,,,,,,,Swamp,沼,B,B,,,Stephan Martiniere,83,,,,,,,,,,DDJ,基本土地,,
Swamp,1,,Swamp,,Colorless,基本,土地,沼,B,,,,,,,,,,,,,,Swamp,沼,B,B,,,Richard Wright,86,,,,,,,,,,DDJ,基本土地,,
Swamp,1,,Swamp,,Colorless,基本,土地,沼,B,,,,,,,,,,,,,,Swamp,沼,B,B,,,Richard Wright,264,,,,,,,,,,RTR,基本土地,,
Swamp,1,,Swamp,,Colorless,基本,土地,沼,B,,,,,,,,,,,,,,Swamp,沼,B,B,,,Jung Park,80,,,,,,,,,,DDK,基本土地,,
Swamp,1,,Swamp,,Colorless,基本,土地,沼,B,,,,,,,,,,,,,,Swamp,沼,B,B,,,Adam Paquette,79,,,,,,,,,,DDK,基本土地,,
Swamp,1,,Swamp,,Colorless,基本,土地,沼,B,,,,,,,,,,,,,,Swamp,沼,B,B,,,James Paick,35,,,,,,,,,,DDK,基本土地,,
Swamp,1,,Swamp,,Colorless,基本,土地,沼,B,,,,,,,,,,,,,,Swamp,沼,B,B,,,James Paick,78,,,,,,,,,,DDK,基本土地,,
Swamp,1,,Swamp,,Colorless,基本,土地,沼,B,,,,,,,,,,,,,,Swamp,沼,B,B,,,Jung Park,37,,,,,,,,,,DDK,基本土地,,
Swamp,1,,Swamp,,Colorless,基本,土地,沼,B,,,,,,,,,,,,,,Swamp,沼,B,B,,,Adam Paquette,36,,,,,,,,,,DDK,基本土地,,
Swamp,1,,Swamp,,Colorless,基本,土地,沼,B,,,,,,,,,,,,,,Swamp,沼,B,B,,,Andreas Rocha,241,,,,,,,,,,M14,基本土地,,
Swamp,1,,Swamp,,Colorless,基本,土地,沼,B,,,,,,,,,,,,,,Swamp,沼,B,B,,,Cliff Childs,238,,,,,,,,,,M14,基本土地,,
Swamp,1,,Swamp,,Colorless,基本,土地,沼,B,,,,,,,,,,,,,,Swamp,沼,B,B,,,Jung Park,240,,,,,,,,,,M14,基本土地,,
Swamp,1,,Swamp,,Colorless,基本,土地,沼,B,,,,,,,,,,,,,,Swamp,沼,B,B,,,Jonas De Ro,239,,,,,,,,,,M14,基本土地,,
Swamp,1,,Swamp,,Colorless,基本,土地,沼,B,,,,,,,,,,,,,,Swamp,沼,B,B,,,Steven Belledin,239,,,,,,,,,,THS,基本土地,,
Swamp,1,,Swamp,,Colorless,基本,土地,沼,B,,,,,,,,,,,,,,Swamp,沼,B,B,,,Rob Alexander,238,,,,,,,,,,THS,基本土地,,
Swamp,1,,Swamp,,Colorless,基本,土地,沼,B,,,,,,,,,,,,,,Swamp,沼,B,B,,,Raoul Vitale,241,,,,,,,,,,THS,基本土地,,
Swamp,1,,Swamp,,Colorless,基本,土地,沼,B,,,,,,,,,,,,,,Swamp,沼,B,B,,,Adam Paquette,240,,,,,,,,,,THS,基本土地,,
Swamp,1,,Swamp,,Colorless,基本,土地,沼,B,,,,,,,,,,,,,,Swamp,沼,B,B,,,Andreas Rocha,348,,,,,,,,,,C13,基本土地,,
Swamp,1,,Swamp,,Colorless,基本,土地,沼,B,,,,,,,,,,,,,,Swamp,沼,B,B,,,Jung Park,347,,,,,,,,,,C13,基本土地,,
Swamp,1,,Swamp,,Colorless,基本,土地,沼,B,,,,,,,,,,,,,,Swamp,沼,B,B,,,Jonas De Ro,346,,,,,,,,,,C13,基本土地,,
Swamp,1,,Swamp,,Colorless,基本,土地,沼,B,,,,,,,,,,,,,,Swamp,沼,B,B,,,Mike Bierek,345,,,,,,,,,,C13,基本土地,,
Swamp,1,,Swamp,,Colorless,基本,土地,沼,B,,,,,,,,,,,,,,Swamp,沼,B,B,,,Adam Paquette,81,,,,,,,,,,DDM,基本土地,,
Swamp,1,,Swamp,,Colorless,基本,土地,沼,B,,,,,,,,,,,,,,Swamp,沼,B,B,,,Yeong-Hao Han,80,,,,,,,,,,DDM,基本土地,,
Swamp,1,,Swamp,,Colorless,基本,土地,沼,B,,,,,,,,,,,,,,Swamp,沼,B,B,,,Richard Wright,82,,,,,,,,,,DDM,基本土地,,
Swamp,1,,Swamp,,Colorless,基本,土地,沼,B,,,,,,,,,,,,,,Swamp,沼,B,B,,,Richard Wright,83,,,,,,,,,,DDM,基本土地,,
Swamp,1,,Swamp,,Colorless,基本,土地,沼,B,,,,,,,,,,,,,,Swamp,沼,B,B,,,John Avon,79,,,,,,,,,,DDM,基本土地,,
Swan Song,1,{U},Swan Song,,U,,インスタント,,"Counter target enchantment, instant, or sorcery spell. Its controller puts a 2/2 blue Bird creature token with flying onto the battlefield.",,,,,,,,,,,,,,Swan Song,白鳥の歌,"Counter target enchantment, instant, or sorcery spell. Its controller puts a 2/2 blue Bird creature token with flying onto the battlefield.",エンチャント呪文１つかインスタント呪文１つかソーサリー呪文１つを対象とし、それを打ち消す。それのコントローラーは、飛行を持つ青の２/２の鳥・クリーチャー・トークンを１体戦場に出す。,"<i>""The most enlightened mages create beauty from violence."" <br/></i><br/></i>—Medomai the Ageless</i>","<i>「最も見識ある魔道士は、暴力から美を生み出すことができる。」 <br/></i><br/></i>――老いざるメドマイ</i>",Peter Mohrbacher,65,,,,,,,,,,THS,レア,,
Swarmborn Giant,1,{2}{G}{G},Swarmborn Giant,,G,,クリーチャー,巨人,"When you're dealt combat damage, sacrifice Swarmborn Giant.<br/>{4}{G}{G}: Monstrosity 2. <i>(If this creature isn't monstrous, put two +1/+1 counters on it and it becomes monstrous.)</i><br/>As long as Swarmborn Giant is monstrous, it has reach.",6,6,,,,,,,,,,,,Swarmborn Giant,群れ生まれの巨人,"When you're dealt combat damage, sacrifice Swarmborn Giant.<br/>{4}{G}{G}: Monstrosity 2. <i>(If this creature isn't monstrous, put two +1/+1 counters on it and it becomes monstrous.)</i><br/>As long as Swarmborn Giant is monstrous, it has reach.",あなたに戦闘ダメージが与えられたとき、群れ生まれの巨人を生け贄に捧げる。<br/>{4}{G}{G}：怪物化２を行う。（このクリーチャーが怪物的でないなら、これの上に＋１/＋１カウンターを２個置く。これは怪物的になる。）<br/>群れ生まれの巨人が怪物的であるかぎり、これは到達を持つ。,,,Jaime Jones,144,,,,,,,,,,JOU,アンコモン,,
Swordwise Centaur,1,{G}{G},Swordwise Centaur,,G,,クリーチャー,ケンタウルス 戦士,,3,2,,,,,,,,,,,,Swordwise Centaur,ケンタウルスの武芸者,,,"<i>The girl who would become the Champion of the Sun hacked furiously at the practice dummy. At last she stopped, breathing heavily, and looked up at her instructor. <br/></i><br/></i>""So much anger,"" said the centaur. ""I will teach you the ways of war, child. But first you must make peace with yourself."" <br/></i><br/></i>—The Theriad</i>","<i>後に太陽の勇者となる少女は、必死に訓練用の人型に切りつけていた。そのうち動きを止め、肩で息をしながら彼女の教官の方を見上げた。 <br/></i><br/></i>ケンタウルスは言った。「何という激しい怒りか。娘よ、私がお前に兵法の何たるかを教えよう。だがその前に、お前は自分の心の平穏を保つことを学ばねばならぬ。」 <br/></i><br/></i>――「テーリアス」</i>",Slawomir Maniak,142,,,,,,,,,,BNG,コモン,,
Sylvan Caryatid,1,{1}{G},Sylvan Caryatid,,G,,クリーチャー,植物,"Defender, hexproof<br/>{Tap}: Add one mana of any color to your mana pool.",0,3,,,,,,,,,,,,Sylvan Caryatid,森の女人像,"Defender, hexproof<br/>{Tap}: Add one mana of any color to your mana pool.",防衛、呪禁<br/>{Tap}：あなたのマナ・プールに、好きな色１色のマナ１点を加える。,"<i>Those who enter the copse never leave. They find peace there and take root, becoming part of the ever-growing grove.</i>",<i>雑木林に立ち入った者は、二度とそこを離れることは無い。彼らはそこで平穏を見つけ、根を張り、やがて拡大する林の一部となっていく。</i>,Chase Stone,180,,,,,,,,,,THS,レア,,
Temple of Abandon,1,,Temple of Abandon,,Colorless,,土地,,"Temple of Abandon enters the battlefield tapped.<br/>When Temple of Abandon enters the battlefield, scry 1. <i>(Look at the top card of your library. You may put that card on the bottom of your library.)</i><br/>{Tap}: Add {R} or {G} to your mana pool.",,,,,,,,,,,,,,Temple of Abandon,奔放の神殿,"Temple of Abandon enters the battlefield tapped.<br/>When Temple of Abandon enters the battlefield, scry 1. <i>(Look at the top card of your library. You may put that card on the bottom of your library.)</i><br/>{Tap}: Add {R} or {G} to your mana pool.",奔放の神殿はタップ状態で戦場に出る。<br/>奔放の神殿が戦場に出たとき、占術１を行う。（あなたのライブラリーの一番上のカードを見る。あなたはそのカードをあなたのライブラリーの一番下に置いてもよい。）<br/>{Tap}：あなたのマナ・プールに{R}か{G}を加える。,,,Mike Bierek,224,,,,,,,,,,THS,レア,,
Temple of Deceit,1,,Temple of Deceit,,Colorless,,土地,,"Temple of Deceit enters the battlefield tapped.<br/>When Temple of Deceit enters the battlefield, scry 1. <i>(Look at the top card of your library. You may put that card on the bottom of your library.)</i><br/>{Tap}: Add {U} or {B} to your mana pool.",,,,,,,,,,,,,,Temple of Deceit,欺瞞の神殿,"Temple of Deceit enters the battlefield tapped.<br/>When Temple of Deceit enters the battlefield, scry 1. <i>(Look at the top card of your library. You may put that card on the bottom of your library.)</i><br/>{Tap}: Add {U} or {B} to your mana pool.",欺瞞の神殿はタップ状態で戦場に出る。<br/>欺瞞の神殿が戦場に出たとき、占術１を行う。（あなたのライブラリーの一番上のカードを見る。あなたはそのカードをあなたのライブラリーの一番下に置いてもよい。）<br/>{Tap}：あなたのマナ・プールに{U}か{B}を加える。,,,Raymond Swanland,225,,,,,,,,,,THS,レア,,
Temple of Enlightenment,1,,Temple of Enlightenment,,Colorless,,土地,,"Temple of Enlightenment enters the battlefield tapped.<br/>When Temple of Enlightenment enters the battlefield, scry 1. <i>(Look at the top card of your library. You may put that card on the bottom of your library.)</i><br/>{Tap}: Add {W} or {U} to your mana pool.",,,,,,,,,,,,,,Temple of Enlightenment,啓蒙の神殿,"Temple of Enlightenment enters the battlefield tapped.<br/>When Temple of Enlightenment enters the battlefield, scry 1. <i>(Look at the top card of your library. You may put that card on the bottom of your library.)</i><br/>{Tap}: Add {W} or {U} to your mana pool.",啓蒙の神殿はタップ状態で戦場に出る。<br/>啓蒙の神殿が戦場に出たとき、占術１を行う。（あなたのライブラリーの一番上のカードを見る。あなたはそのカードをあなたのライブラリーの一番下に置いてもよい。）<br/>{Tap}：あなたのマナ・プールに{W}か{U}を加える。,,,Svetlin Velinov,163,,,,,,,,,,BNG,レア,,
Temple of Epiphany,1,,Temple of Epiphany,,Colorless,,土地,,"Temple of Epiphany enters the battlefield tapped.<br/>When Temple of Epiphany enters the battlefield, scry 1. <i>(Look at the top card of your library. You may put that card on the bottom of your library.)</i><br/>{Tap}: Add {U} or {R} to your mana pool.",,,,,,,,,,,,,,Temple of Epiphany,天啓の神殿,"Temple of Epiphany enters the battlefield tapped.<br/>When Temple of Epiphany enters the battlefield, scry 1. <i>(Look at the top card of your library. You may put that card on the bottom of your library.)</i><br/>{Tap}: Add {U} or {R} to your mana pool.",天啓の神殿はタップ状態で戦場に出る。<br/>天啓の神殿が戦場に出たとき、占術１を行う。（あなたのライブラリーの一番上のカードを見る。あなたはそのカードをあなたのライブラリーの一番下に置いてもよい。）<br/>{Tap}：あなたのマナ・プールに{U}か{R}を加える。,,,Noah Bradley,164,,,,,,,,,,JOU,レア,,
Temple of Malady,1,,Temple of Malady,,Colorless,,土地,,"Temple of Malady enters the battlefield tapped.<br/>When Temple of Malady enters the battlefield, scry 1. <i>(Look at the top card of your library. You may put that card on the bottom of your library.)</i><br/>{Tap}: Add {B} or {G} to your mana pool.",,,,,,,,,,,,,,Temple of Malady,疾病の神殿,"Temple of Malady enters the battlefield tapped.<br/>When Temple of Malady enters the battlefield, scry 1. <i>(Look at the top card of your library. You may put that card on the bottom of your library.)</i><br/>{Tap}: Add {B} or {G} to your mana pool.",疾病の神殿はタップ状態で戦場に出る。<br/>疾病の神殿が戦場に出たとき、占術１を行う。（あなたのライブラリーの一番上のカードを見る。あなたはそのカードをあなたのライブラリーの一番下に置いてもよい。）<br/>{Tap}：あなたのマナ・プールに{B}か{G}を加える。,,,James Paick,165,,,,,,,,,,JOU,レア,,
Temple of Malice,1,,Temple of Malice,,Colorless,,土地,,"Temple of Malice enters the battlefield tapped.<br/>When Temple of Malice enters the battlefield, scry 1. <i>(Look at the top card of your library. You may put that card on the bottom of your library.)</i><br/>{Tap}: Add {B} or {R} to your mana pool.",,,,,,,,,,,,,,Temple of Malice,悪意の神殿,"Temple of Malice enters the battlefield tapped.<br/>When Temple of Malice enters the battlefield, scry 1. <i>(Look at the top card of your library. You may put that card on the bottom of your library.)</i><br/>{Tap}: Add {B} or {R} to your mana pool.",悪意の神殿はタップ状態で戦場に出る。<br/>悪意の神殿が戦場に出たとき、占術１を行う。（あなたのライブラリーの一番上のカードを見る。あなたはそのカードをあなたのライブラリーの一番下に置いてもよい。）<br/>{Tap}：あなたのマナ・プールに{B}か{R}を加える。,,,Sam Burley,164,,,,,,,,,,BNG,レア,,
Temple of Mystery,1,,Temple of Mystery,,Colorless,,土地,,"Temple of Mystery enters the battlefield tapped.<br/>When Temple of Mystery enters the battlefield, scry 1. <i>(Look at the top card of your library. You may put that card on the bottom of your library.)</i><br/>{Tap}: Add {G} or {U} to your mana pool.",,,,,,,,,,,,,,Temple of Mystery,神秘の神殿,"Temple of Mystery enters the battlefield tapped.<br/>When Temple of Mystery enters the battlefield, scry 1. <i>(Look at the top card of your library. You may put that card on the bottom of your library.)</i><br/>{Tap}: Add {G} or {U} to your mana pool.",神秘の神殿はタップ状態で戦場に出る。<br/>神秘の神殿が戦場に出たとき、占術１を行う。（あなたのライブラリーの一番上のカードを見る。あなたはそのカードをあなたのライブラリーの一番下に置いてもよい。）<br/>{Tap}：あなたのマナ・プールに{G}か{U}を加える。,,,Noah Bradley,226,,,,,,,,,,THS,レア,,
Temple of Plenty,1,,Temple of Plenty,,Colorless,,土地,,"Temple of Plenty enters the battlefield tapped.<br/>When Temple of Plenty enters the battlefield, scry 1. <i>(Look at the top card of your library. You may put that card on the bottom of your library.)</i><br/>{Tap}: Add {G} or {W} to your mana pool.",,,,,,,,,,,,,,Temple of Plenty,豊潤の神殿,"Temple of Plenty enters the battlefield tapped.<br/>When Temple of Plenty enters the battlefield, scry 1. <i>(Look at the top card of your library. You may put that card on the bottom of your library.)</i><br/>{Tap}: Add {G} or {W} to your mana pool.",豊潤の神殿はタップ状態で戦場に出る。<br/>豊潤の神殿が戦場に出たとき、占術１を行う。（あなたのライブラリーの一番上のカードを見る。あなたはそのカードをあなたのライブラリーの一番下に置いてもよい。）<br/>{Tap}：あなたのマナ・プールに{G}か{W}を加える。,,,Noah Bradley,165,,,,,,,,,,BNG,レア,,
Temple of Silence,1,,Temple of Silence,,Colorless,,土地,,"Temple of Silence enters the battlefield tapped.<br/>When Temple of Silence enters the battlefield, scry 1. <i>(Look at the top card of your library. You may put that card on the bottom of your library.)</i><br/>{Tap}: Add {W} or {B} to your mana pool.",,,,,,,,,,,,,,Temple of Silence,静寂の神殿,"Temple of Silence enters the battlefield tapped.<br/>When Temple of Silence enters the battlefield, scry 1. <i>(Look at the top card of your library. You may put that card on the bottom of your library.)</i><br/>{Tap}: Add {W} or {B} to your mana pool.",静寂の神殿はタップ状態で戦場に出る。<br/>静寂の神殿が戦場に出たとき、占術１を行う。（あなたのライブラリーの一番上のカードを見る。あなたはそのカードをあなたのライブラリーの一番下に置いてもよい。）<br/>{Tap}：あなたのマナ・プールに{W}か{B}を加える。,,,Karl Kopinski,227,,,,,,,,,,THS,レア,,
Temple of Triumph,1,,Temple of Triumph,,Colorless,,土地,,"Temple of Triumph enters the battlefield tapped.<br/>When Temple of Triumph enters the battlefield, scry 1. <i>(Look at the top card of your library. You may put that card on the bottom of your library.)</i><br/>{Tap}: Add {R} or {W} to your mana pool.",,,,,,,,,,,,,,Temple of Triumph,凱旋の神殿,"Temple of Triumph enters the battlefield tapped.<br/>When Temple of Triumph enters the battlefield, scry 1. <i>(Look at the top card of your library. You may put that card on the bottom of your library.)</i><br/>{Tap}: Add {R} or {W} to your mana pool.",凱旋の神殿はタップ状態で戦場に出る。<br/>凱旋の神殿が戦場に出たとき、占術１を行う。（あなたのライブラリーの一番上のカードを見る。あなたはそのカードをあなたのライブラリーの一番下に置いてもよい。）<br/>{Tap}：あなたのマナ・プールに{R}か{W}を加える。,,,Jason Felix,228,,,,,,,,,,THS,レア,,
Tethmos High Priest,1,{2}{W},Tethmos High Priest,,W,,クリーチャー,猫 クレリック,"Heroic — Whenever you cast a spell that targets Tethmos High Priest, return target creature card with converted mana cost 2 or less from your graveyard to the battlefield.",2,3,,,,,,,,,,,,Tethmos High Priest,テツモスの大神官,"Heroic — Whenever you cast a spell that targets Tethmos High Priest, return target creature card with converted mana cost 2 or less from your graveyard to the battlefield.",英雄的 ― あなたがテツモスの大神官を対象とする呪文を１つ唱えるたび、あなたの墓地にある点数で見たマナ・コストが２以下のクリーチャー・カード１枚を対象とし、それを戦場に戻す。,"<i>""Death is tyranny. Like all tyranny, it must be opposed.""</i>",<i>「死は圧政である。他の圧政と同様に、それは抵抗されなければならない。」</i>,Mark Zug,29,,,,,,,,,,JOU,アンコモン,,
"Thassa, God of the Sea",1,{2}{U},"Thassa, God of the Sea",,U,伝説の,エンチャント クリーチャー,God,"Indestructible<br/>As long as your devotion to blue is less than five, Thassa isn't a creature. <i>(Each {U} in the mana costs of permanents you control counts toward your devotion to blue.)</i><br/>At the beginning of your upkeep, scry 1.<br/>{1}{U}: Target creature you control can't be blocked this turn.",5,5,,,,,,,,,,,,"Thassa, God of the Sea",海の神、タッサ,"Indestructible<br/>As long as your devotion to blue is less than five, Thassa isn't a creature. <i>(Each {U} in the mana costs of permanents you control counts toward your devotion to blue.)</i><br/>At the beginning of your upkeep, scry 1.<br/>{1}{U}: Target creature you control can't be blocked this turn.",破壊不能<br/>あなたの青への信心が５未満であるかぎり、海の神、タッサはクリーチャーではない。（あなたの青への信心は、あなたがコントロールするパーマネントのマナ・コストに含まれる{U}の総数に等しい。）<br/>あなたのアップキープの開始時に、占術１を行う。<br/>{1}{U}：あなたがコントロールするクリーチャー１体を対象とする。このターン、それはブロックされない。,,,Jason Chan,66,,,,,,,,,,THS,神話レア,,
